qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,protein_ncbi_acc,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source,conserved_AA_#
JC116_S10_NODE_28_length_13308_cov_10.935152_10,QAX92936.1,54.5,44,17,2,6,48,8,49,5.73e-07,43.1,JC116_S10_NODE_28_length_13308_cov_10.935152,12039,QAX92936.1,membrane DNA delivery protein,Streptomyces phage WheeHeim,49.0,MK305890.1,18266.0,Varidnaviria,,Bamfordvirae,,Preplasmiviricota,,Tectiliviricetes,,Kalamavirales,,Tectiviridae,,Deltatectivirus,,Deltatectivirus wheeheim,E,Streptomyces phage WheeHeim,,,MK305890,NC_055060,Complete genome,dsDNA,bacteria,23.98
JC116_S10_NODE_28_length_13308_cov_10.935152_12,AIS73881.1,29.5,105,50,4,96,194,2238,2324,6.43e-06,48.9,JC116_S10_NODE_28_length_13308_cov_10.935152,12039,AIS73881.1,tape measure protein,Lactobacillus phage Ldl1,2627.0,KM514685.1,74806.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Tybeckvirinae,Lidleunavirus,,Lidleunavirus Ldl1,E,Lactobacillus phage Ldl1,,,KM514685,NC_026609,Complete genome,dsDNA,bacteria,30.975
JC116_S10_NODE_28_length_13308_cov_10.935152_15,ARK07697.1,33.8,370,228,11,18,383,20,376,4.87e-51,177.0,JC116_S10_NODE_28_length_13308_cov_10.935152,12039,ARK07697.1,coat protein,Rhodococcus phage Toil,380.0,KY817360.1,17253.0,Varidnaviria,,Bamfordvirae,,Preplasmiviricota,,Tectiliviricetes,,Kalamavirales,,Tectiviridae,,Epsilontectivirus,,Epsilontectivirus toil,E,Rhodococcus phage Toil,,,KY817360,NC_055061,Complete genome,dsDNA,bacteria,125.06
JC116_S10_NODE_28_length_13308_cov_10.935152_5,QBZ72858.1,39.4,188,92,7,6,186,7,179,8.310000000000001e-26,102.0,JC116_S10_NODE_28_length_13308_cov_10.935152,12039,QBZ72858.1,glycosyltransferase,Streptomyces phage Forthebois,222.0,MK620900.1,18251.0,Varidnaviria,,Bamfordvirae,,Preplasmiviricota,,Tectiliviricetes,,Kalamavirales,,Tectiviridae,,Deltatectivirus,,Deltatectivirus forthebois,E,Streptomyces phage Forthebois,,,MK620900,NC_055059,Complete genome,dsDNA,bacteria,74.07199999999999
JC116_S10_NODE_28_length_13308_cov_10.935152_9,AGS82060.1,53.8,52,18,2,1,46,26,77,9.36e-12,55.8,JC116_S10_NODE_28_length_13308_cov_10.935152,12039,AGS82060.1,hypothetical protein PaBG_00184,Pseudomonas phage PaBG,77.0,KF147891.1,258139.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Baikalvirus,,Baikalvirus PaBG,E,Pseudomonas phage PaBG,,,KF147891,NC_022096,Complete genome,dsDNA,bacteria,27.976
JC116_S10_NODE_2_length_24695_cov_6.144082_1,QDH83637.1,41.9,117,52,4,273,385,297,401,3.71e-10,65.1,JC116_S10_NODE_2_length_24695_cov_6.144082,23277,QDH83637.1,hypothetical protein,Achromobacter phage Motura,406.0,MN094788.1,221431.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Moturavirus,,Moturavirus motura,E,Achromobacter phage Motura,,,MN094788,NC_049849,Complete genome,dsDNA,bacteria,49.022999999999996
JC116_S10_NODE_2_length_24695_cov_6.144082_16,AIZ01764.1,40.0,575,308,14,2,548,12,577,1.41e-116,359.0,JC116_S10_NODE_2_length_24695_cov_6.144082,23277,AIZ01764.1,helicase,Arthrobacter phage vB_ArtM-ArV1,580.0,KM879463.1,71200.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Klausavirus,,Klausavirus ArV1,E,Arthrobacter phage vB_ArtM-ArV1,,,KM879463,NC_026606,Complete genome,dsDNA,bacteria,230.0
JC116_S10_NODE_2_length_24695_cov_6.144082_28,AON96943.1,33.9,118,60,5,13,113,8,124,1.57e-12,62.8,JC116_S10_NODE_2_length_24695_cov_6.144082,23277,AON96943.1,hypothetical protein SEA_TONENILI_223,Mycobacterium phage Tonenili,141.0,KX752698.1,160985.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Ceeclamvirinae,Bixzunavirus,,Bixzunavirus tonenili,E,Mycobacterium phage Tonenili,,,KX752698,NC_031080,Complete genome,dsDNA,bacteria,40.001999999999995
JC116_S10_NODE_2_length_24695_cov_6.144082_29,ASD52460.1,52.6,741,333,5,2,739,4,729,5.19e-267,756.0,JC116_S10_NODE_2_length_24695_cov_6.144082,23277,ASD52460.1,hypothetical protein,Flavobacterium phage FCV-1,729.0,KY979235.1,46450.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ficleduovirus,,Ficleduovirus FCV1,E,Flavobacterium phage FCV-1,,,KY979235,NC_041845,Complete genome,dsDNA,bacteria,389.766
JC116_S10_NODE_2_length_24695_cov_6.144082_31,AAR04663.1,58.1,43,18,0,193,235,219,261,9.31e-07,51.2,JC116_S10_NODE_2_length_24695_cov_6.144082,23277,AAR04663.1,putative methylase,Lactobacillus phage Lc-Nu,261.0,AY131267.2,36466.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Lacnuvirus,,Lacnuvirus LcNu,E,Lactobacillus phage Lc-Nu,,,AY131267,NC_007501,Complete genome,dsDNA,bacteria,24.983
JC116_S10_NODE_2_length_24695_cov_6.144082_32,ALA12471.1,46.4,125,59,2,4,120,2,126,1.93e-30,112.0,JC116_S10_NODE_2_length_24695_cov_6.144082,23277,ALA12471.1,DNA-cytosine methyltransferase,Paenibacillus phage Harrison,260.0,KT361651.1,44249.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gochnauervirinae,Harrisonvirus,,Harrisonvirus harrison,E,Paenibacillus phage Harrison,,,KT361651,NC_028746,Complete genome,dsDNA,bacteria,58.0
JC116_S10_NODE_2_length_24695_cov_6.144082_33,AWD90821.1,48.5,66,34,0,63,128,26,91,4.56e-16,71.6,JC116_S10_NODE_2_length_24695_cov_6.144082,23277,AWD90821.1,hypothetical protein,Burkholderia phage vB_BmuP_KL4,112.0,MH128984.1,42250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Kelquatrovirus,,Kelquatrovirus KL4,E,Burkholderia phage vB_BmuP_KL4,,,MH128984,NC_047958,Complete genome,dsDNA,bacteria,32.01
JC116_S10_NODE_2_length_24695_cov_6.144082_34,QMV33074.1,31.3,444,279,13,13,441,16,448,1.8e-49,177.0,JC116_S10_NODE_2_length_24695_cov_6.144082,23277,QMV33074.1,replicative DNA helicase,Ralstonia phage Firinga,454.0,MT740737.1,39744.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Firingavirus,,Firingavirus firinga,E,Ralstonia phage Firinga,Firinga,,MT740737,NC_054961,Complete genome,dsDNA,bacteria,138.972
JC116_S10_NODE_2_length_24695_cov_6.144082_35,AIW03673.1,38.3,115,64,4,1,112,1,111,8.92e-16,77.4,JC116_S10_NODE_2_length_24695_cov_6.144082,23277,AIW03673.1,DnaD/DnaB replication protein,Bacillus phage Pascal,301.0,KM236247.1,39639.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pagevirus,,Pagevirus pascal,E,Bacillus phage Pascal,,,KM236247,NC_027372,Complete genome,dsDNA,bacteria,44.044999999999995
JC116_S10_NODE_2_length_24695_cov_6.144082_39,AEK08258.1,28.8,347,208,10,364,703,17,331,1.6100000000000002e-27,119.0,JC116_S10_NODE_2_length_24695_cov_6.144082,23277,AEK08258.1,FtsK-like DNA translocase,Mycobacterium phage Baka,442.0,JF937090.1,111688.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Omegavirus,,Omegavirus baka,E,Mycobacterium phage Baka,,,JF937090,NC_042316,Complete genome,dsDNA,bacteria,99.936
JC116_S10_NODE_2_length_24695_cov_6.144082_40,AGN34116.1,54.4,294,128,1,1,288,1,294,7.08e-104,310.0,JC116_S10_NODE_2_length_24695_cov_6.144082,23277,AGN34116.1,hypothetical protein AEPG_00069,Aeromonas phage pIS4-A,345.0,JF974294.1,47624.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Roufvirus,,Roufvirus pIS4A,E,Aeromonas phage pIS4-A,,,JF974294,NC_042037,Complete genome,dsDNA,bacteria,159.936
JC116_S10_NODE_35_length_12573_cov_3.739277_1,QDH85280.1,44.5,263,140,4,28,289,1,258,3.5e-66,210.0,JC116_S10_NODE_35_length_12573_cov_3.739277,11784,QDH85280.1,membrane protein,Gordonia phage Kenosha,265.0,MN010761.1,60899.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus kenosha,E,Gordonia phage Kenosha,,,MN010761,NC_048793,Complete genome,dsDNA,bacteria,117.035
JC116_S10_NODE_35_length_12573_cov_3.739277_10,ADD81070.1,62.6,1295,429,13,1,1246,1,1289,0.0,1588.0,JC116_S10_NODE_35_length_12573_cov_3.739277,11784,ADD81070.1,gp072,Rhodococcus phage ReqiPoco6,1294.0,GU580942.1,78064.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pepyhexavirus,,Pepyhexavirus poco6,E,Rhodococcus phage ReqiPoco6,,,GU580942,NC_023694,Complete genome,dsDNA,bacteria,810.67
JC116_S10_NODE_35_length_12573_cov_3.739277_12,ADD80968.1,59.7,159,55,3,1,152,1,157,3.7899999999999995e-61,189.0,JC116_S10_NODE_35_length_12573_cov_3.739277,11784,ADD80968.1,gp077,Rhodococcus phage ReqiPepy6,193.0,GU580941.1,76797.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pepyhexavirus,,Pepyhexavirus pepy6,E,Rhodococcus phage ReqiPepy6,,,GU580941,NC_023735,Complete genome,dsDNA,bacteria,94.92300000000002
JC116_S10_NODE_35_length_12573_cov_3.739277_13,QJD49647.1,39.7,121,68,2,26,142,8,127,7.070000000000001e-26,97.8,JC116_S10_NODE_35_length_12573_cov_3.739277,11784,QJD49647.1,hypothetical protein SEA_SECRETARIAT_72,Gordonia phage Secretariat,150.0,MT310850.1,57731.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Secretariatvirus,,Secretariatvirus secretariat,E,Gordonia phage Secretariat,,,MT310850,NC_048876,Complete genome,dsDNA,bacteria,48.037
JC116_S10_NODE_35_length_12573_cov_3.739277_4,QFP94935.1,38.8,139,61,4,1,124,1,130,3.3e-18,81.3,JC116_S10_NODE_35_length_12573_cov_3.739277,11784,QFP94935.1,hypothetical protein SEA_OHMYWARD_53,Gordonia phage OhMyWard,213.0,MN284896.1,60978.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus ohmyward,E,Gordonia phage OhMyWard,,,MN284896,NC_048816,Complete genome,dsDNA,bacteria,53.931999999999995
JC116_S10_NODE_35_length_12573_cov_3.739277_6,QFP94938.1,45.2,199,104,2,9,204,24,220,1.47e-54,176.0,JC116_S10_NODE_35_length_12573_cov_3.739277,11784,QFP94938.1,hypothetical protein SEA_OHMYWARD_56,Gordonia phage OhMyWard,223.0,MN284896.1,60978.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus ohmyward,E,Gordonia phage OhMyWard,,,MN284896,NC_048816,Complete genome,dsDNA,bacteria,89.94800000000001
JC116_S10_NODE_35_length_12573_cov_3.739277_7,QJD49634.1,47.4,285,140,5,3,283,15,293,4.03e-75,234.0,JC116_S10_NODE_35_length_12573_cov_3.739277,11784,QJD49634.1,hypothetical protein SEA_SECRETARIAT_58,Gordonia phage Secretariat,293.0,MT310850.1,57731.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Secretariatvirus,,Secretariatvirus secretariat,E,Gordonia phage Secretariat,,,MT310850,NC_048876,Complete genome,dsDNA,bacteria,135.09
JC116_S10_NODE_35_length_12573_cov_3.739277_8,ALY08745.1,26.0,254,148,10,23,243,3,249,4.23e-09,58.5,JC116_S10_NODE_35_length_12573_cov_3.739277,11784,ALY08745.1,hypothetical protein CIRCUM_61,Arthrobacter phage Circum,266.0,KU160642.1,58353.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mudcatvirus,,Mudcatvirus circum,E,Arthrobacter phage Circum,,,KU160642,NC_041948,Complete genome,dsDNA,bacteria,66.04
JC116_S10_NODE_35_length_12573_cov_3.739277_9,ADD80962.1,44.4,178,84,4,6,168,1,178,1.8299999999999998e-46,152.0,JC116_S10_NODE_35_length_12573_cov_3.739277,11784,ADD80962.1,gp071,Rhodococcus phage ReqiPepy6,182.0,GU580941.1,76797.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pepyhexavirus,,Pepyhexavirus pepy6,E,Rhodococcus phage ReqiPepy6,,,GU580941,NC_023735,Complete genome,dsDNA,bacteria,79.032
JC116_S10_NODE_37_length_12279_cov_6.652106_10,DAA01046.1,47.5,139,68,3,1,136,1,137,2.11e-36,125.0,JC116_S10_NODE_37_length_12279_cov_6.652106,9558,DAA01046.1,TPA_inf: terminase small subunit,Salmonella phage P22,162.0,BK000583.1,41724.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Lederbergvirus,,Lederbergvirus P22,E,Salmonella phage P22,,,BK000583,NC_002371,Complete genome,dsDNA,bacteria,66.02499999999999
JC116_S10_NODE_37_length_12279_cov_6.652106_13,ABE99482.1,57.6,59,25,0,7,65,128,186,7.79e-16,72.4,JC116_S10_NODE_37_length_12279_cov_6.652106,9558,ABE99482.1,hypothetical protein phiC2p19,Clostridioides phage phiC2,186.0,DQ466086.1,56538.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Yongloolinvirus,,Yongloolinvirus C2,E,Clostridioides phage phiC2,,,DQ466086,NC_009231,Complete genome,dsDNA,bacteria,33.984
JC116_S10_NODE_37_length_12279_cov_6.652106_9,QHB38482.1,32.7,499,282,13,25,485,37,519,2.15e-65,222.0,JC116_S10_NODE_37_length_12279_cov_6.652106,9558,QHB38482.1,terminase large subunit,Flavobacterium phage vB_FspM_lotta8-1,519.0,MN812203.1,34751.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Winoviridae,,Pippivirus,,Pippivirus lotta,E,vB_FspM_lotta8-1,,,MN812203,NC_048829,Complete genome,dsDNA,bacteria,163.17300000000003
JC116_S10_NODE_39_length_11893_cov_3.840978_1,BAF36186.1,42.4,132,67,3,505,635,274,397,5.63e-19,92.4,JC116_S10_NODE_39_length_11893_cov_3.840978,10320,BAF36186.1,lysozyme/metalloendopeptidase,Microcystis virus Ma-LMM01,397.0,AB231700.1,162109.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Fukuivirus,,Fukuivirus LMM01,E,Microcystis phage LMM01,,,AB231700,NC_008562,Complete genome,dsDNA,bacteria,55.968
JC116_S10_NODE_39_length_11893_cov_3.840978_2,AAL21550.1,58.2,851,353,3,1,850,1,849,0.0,943.0,JC116_S10_NODE_39_length_11893_cov_3.840978,10320,AAL21550.1,ATP-dependent protease,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,857.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,,495.28200000000004
JC116_S10_NODE_49_length_10801_cov_3.941626_1,AEN79883.1,40.8,103,59,2,2,104,22,122,3.41e-12,60.8,JC116_S10_NODE_49_length_10801_cov_3.941626,10389,AEN79883.1,hypothetical protein REDI_23,Mycobacterium phage Redi,126.0,JN624851.1,42594.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Nclasvirinae,Charlievirus,,Charlievirus redi,E,Mycobacterium phage Redi,,,JN624851,NC_023730,Complete genome,dsDNA,bacteria,42.024
JC116_S10_NODE_49_length_10801_cov_3.941626_10,ATN93704.1,56.6,898,367,7,5,885,18,909,0.0,904.0,JC116_S10_NODE_49_length_10801_cov_3.941626,10389,ATN93704.1,helix-turn-helix DNA-binding domain protein,Streptomyces phage Scap1,909.0,MF975637.1,43060.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Scapunavirus,,Scapunavirus scap1,E,Streptomyces phage Scap1,,,MF975637,NC_042042,Complete genome,dsDNA,bacteria,508.26800000000003
JC116_S10_NODE_49_length_10801_cov_3.941626_11,QGJ88069.1,49.4,77,39,0,9,85,3,79,3.1900000000000003e-21,82.0,JC116_S10_NODE_49_length_10801_cov_3.941626,10389,QGJ88069.1,hypothetical protein SEA_AVAZAK_93,Gordonia phage Avazak,80.0,MN585971.1,60278.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Tanisvirus,,Tanisvirus avazak,E,Gordonia phage Avazak,,,MN585971,NC_048822,Complete genome,dsDNA,bacteria,38.038
JC116_S10_NODE_49_length_10801_cov_3.941626_2,AEJ95370.1,38.5,109,64,2,13,119,130,237,7.38e-08,58.9,JC116_S10_NODE_49_length_10801_cov_3.941626,10389,AEJ95370.1,hypothetical protein MARVIN_88,Mycobacterium phage Marvin,711.0,JF704100.1,65100.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Marvinvirus,,Marvinvirus marvin,E,Mycobacterium phage Marvin,,,JF704100,NC_042032,Complete genome,dsDNA,bacteria,41.965
JC116_S10_NODE_49_length_10801_cov_3.941626_4,QDH91745.1,34.2,301,147,8,182,480,9,260,4.72e-33,128.0,JC116_S10_NODE_49_length_10801_cov_3.941626,10389,QDH91745.1,hypothetical protein SEA_PHRAPPUCCINO_70,Mycobacterium phage Phrappuccino,260.0,MK937592.1,136361.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Phrappuccinovirus,,Phreappuccinovirus Phrappuccino,E,Mycobacterium phage Phrappuccino,,,MK937592,NC_054727,Complete genome,dsDNA,bacteria,102.94200000000001
JC116_S10_NODE_49_length_10801_cov_3.941626_8,ADD81102.1,53.3,90,39,2,1,87,18,107,1.07e-27,99.0,JC116_S10_NODE_49_length_10801_cov_3.941626,10389,ADD81102.1,gp104,Rhodococcus phage ReqiPoco6,109.0,GU580942.1,78064.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pepyhexavirus,,Pepyhexavirus poco6,E,Rhodococcus phage ReqiPoco6,,,GU580942,NC_023694,Complete genome,dsDNA,bacteria,47.97
JC116_S10_NODE_49_length_10801_cov_3.941626_9,ALY08686.1,55.7,185,74,4,1,183,1,179,1.35e-55,176.0,JC116_S10_NODE_49_length_10801_cov_3.941626,10389,ALY08686.1,hypothetical protein CAPNMURICA_86,Arthrobacter phage CaptnMurica,186.0,KU160641.1,58159.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gordonvirus,,Gordonvirus captnmurica,E,Arthrobacter phage CaptnMurica,,,KU160641,NC_041951,Complete genome,dsDNA,bacteria,103.04500000000002
JC116_S10_NODE_8_length_19460_cov_3.736573_13,AAL19869.1,30.2,255,155,4,3,254,4,238,4.95e-17,84.0,JC116_S10_NODE_8_length_19460_cov_3.736573,17151,AAL19869.1,putative nucleoside-diphosphate-sugar epimerase,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,477.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,,77.00999999999999
JC116_S10_NODE_8_length_19460_cov_3.736573_14,AAL21924.1,35.6,202,128,2,9,208,11,212,2.89e-34,124.0,JC116_S10_NODE_8_length_19460_cov_3.736573,17151,AAL21924.1,putative hemolysin,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,219.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,,71.912
JC116_S10_NODE_8_length_19460_cov_3.736573_17,AAZ67514.1,23.3,412,243,11,194,600,205,548,1.21e-12,75.5,JC116_S10_NODE_8_length_19460_cov_3.736573,17151,AAZ67514.1,ribonucleotide reductase (rr1),Trichoplusia ni single nucleopolyhedrovirus,772.0,DQ017380.1,134394.0,,,,,,,Naldaviricetes,,Lefavirales,,Baculoviridae,,Alphabaculovirus,,Trichoplusia ni single nucleopolyhedrovirus,E,Trichoplusia ni single nucleopolyhedrovirus,TnSNPV,,DQ017380,NC_007383,Complete genome,dsDNA,invertebrates,95.99600000000001
JC116_S10_NODE_8_length_19460_cov_3.736573_3,AAL21339.1,32.1,249,153,6,20,260,10,250,7.19e-28,110.0,JC116_S10_NODE_8_length_19460_cov_3.736573,17151,AAL21339.1,putative oxidoreductase,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,263.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,,79.92900000000002
JC116_S10_NODE_8_length_19460_cov_3.736573_8,AAL22745.1,27.6,402,278,8,29,425,21,414,3.1200000000000003e-32,131.0,JC116_S10_NODE_8_length_19460_cov_3.736573,17151,AAL22745.1,putative MFS family tranport protein,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,475.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,,110.952
JC116_S10_NODE_8_length_19460_cov_3.736573_9,ATI15626.1,32.9,170,98,4,123,285,798,958,8.1e-11,66.6,JC116_S10_NODE_8_length_19460_cov_3.736573,17151,ATI15626.1,hypothetical protein,Bordetella phage vB_BbrM_PHB04,974.0,MF663786.1,94005.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Phabquatrovirus,,Phabquatrovirus PHB04,E,Bordetella phage vB_BbrM_PHB04,,,MF663786,NC_047861,Complete genome,dsDNA,bacteria,55.92999999999999
JC135_S2_NODE_107_length_7316_cov_2.979555_1,AAL22723.1,69.0,452,134,2,6,457,4,449,7.77e-219,612.0,JC135_S2_NODE_107_length_7316_cov_2.979555,6966,AAL22723.1,"membrane-bound ATP synthase, F1 sector, beta-subunit",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,460.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,,311.88
JC135_S2_NODE_107_length_7316_cov_2.979555_2,AAL22724.1,37.8,288,177,2,1,287,1,287,3.69e-55,182.0,JC135_S2_NODE_107_length_7316_cov_2.979555,6966,AAL22724.1,"membrane-bound ATP synthase, F1 sector, gamma-subunit",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,287.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,,108.86399999999999
JC135_S2_NODE_107_length_7316_cov_2.979555_3,AAL22725.1,58.5,508,200,2,1,497,1,508,9.57e-204,577.0,JC135_S2_NODE_107_length_7316_cov_2.979555,6966,AAL22725.1,"membrane-bound ATP synthase, F1 sector, alpha-subunit",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,513.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,,297.18
JC135_S2_NODE_107_length_7316_cov_2.979555_7,AON97347.1,34.8,181,102,7,21,189,2,178,3.33e-13,72.0,JC135_S2_NODE_107_length_7316_cov_2.979555,6966,AON97347.1,ParB-like nuclease domain protein,Gordonia phage Hedwig,522.0,KX557279.1,44536.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Hedwigvirus,,Hedwigvirus hedwig,E,Gordonia phage Hedwig,,,KX557279,NC_031099,Complete genome,dsDNA,bacteria,62.988
JC135_S2_NODE_107_length_7316_cov_2.979555_8,QBJ01226.1,28.5,260,173,6,9,261,3,256,1.5600000000000002e-26,106.0,JC135_S2_NODE_107_length_7316_cov_2.979555,6966,QBJ01226.1,ParA domain protein,Natrialba phage PhiCh1,256.0,MK450543.1,58487.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Vertoviridae,,Myohalovirus,,Myohalovirus phiCh1,E,Natrialba phage PhiCh1,PhiCh1,PhiCh1,MK450543,NC_054954,Complete genome,dsDNA,archaea,74.10000000000001
JC135_S2_NODE_108_length_7282_cov_3.895628_1,CEF89652.1,32.0,222,141,5,1,213,68,288,7.9e-25,101.0,JC135_S2_NODE_108_length_7282_cov_3.895628,7266,CEF89652.1,hypothetical protein,Pseudomonas phage vB_PaeS_PAO1_Ab18,295.0,LN610577.1,56537.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Mesyanzhinovviridae,Bradleyvirinae,Abidjanvirus,,Pseudomonas virus Ab18,E,Pseudomonas phage vB_PaeS_PAO1_Ab18,,,LN610577,NC_026594,Complete genome,dsDNA,bacteria,71.04
JC135_S2_NODE_108_length_7282_cov_3.895628_2,CEF89653.1,47.4,350,159,7,1,339,1,336,1.02e-97,295.0,JC135_S2_NODE_108_length_7282_cov_3.895628,7266,CEF89653.1,putative thymidylate synthase,Pseudomonas phage vB_PaeS_PAO1_Ab18,348.0,LN610577.1,56537.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Mesyanzhinovviridae,Bradleyvirinae,Abidjanvirus,,Pseudomonas virus Ab18,E,Pseudomonas phage vB_PaeS_PAO1_Ab18,,,LN610577,NC_026594,Complete genome,dsDNA,bacteria,165.9
JC135_S2_NODE_108_length_7282_cov_3.895628_4,AGI11259.1,45.6,68,33,2,99,164,2,67,1.1e-13,66.6,JC135_S2_NODE_108_length_7282_cov_3.895628,7266,AGI11259.1,hypothetical protein LKO4_0020,Pseudomonas phage LKO4,128.0,KC758116.1,61818.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Mesyanzhinovviridae,Rabinowitzvirinae,Yuavirus,,Pseudomonas virus LKO4,E,Pseudomonas phage LKO4,,,KC758116,NC_041934,Complete genome,dsDNA,bacteria,31.008000000000003
JC135_S2_NODE_108_length_7282_cov_3.895628_7,QJI53340.1,37.6,178,91,6,1,176,1,160,2.4900000000000002e-27,103.0,JC135_S2_NODE_108_length_7282_cov_3.895628,7266,QJI53340.1,lysozyme,Alteromonas phage vB_AcoS-R7M,174.0,MT345684.1,56163.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Queuovirinae,Amoyvirus,,Amoyvirus R7M,E,vB_AcoS-R7M,R7M,,MT345684,NC_048878,Complete genome,dsDNA,bacteria,66.928
JC135_S2_NODE_111_length_7235_cov_3.783180_4,AAL20124.1,46.1,245,126,3,5,247,4,244,1.3600000000000001e-64,203.0,JC135_S2_NODE_111_length_7235_cov_3.783180,5415,AAL20124.1,3-oxoacyl-[acyl-carrier-protein] reductase,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,244.0,AE006468.2,4857450.0,,,,,,,,,,,,,,,,,,,,,,,,,112.94500000000001
