,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_genome_ID,qseqid_ID,qseqid_function,qseqid_protein_length,qseqid_genome_length,qseqid_input_seq,qseqid_virus,sseqid_genome_ID,sseqid_ID,sseqid_function,sseqid_protein_length,sseqid_genome_length,sseqid_input_seq,sseqid_virus,conserved_AA_#
6548,NC_000866.4_221,ATE86485.1,93.7,221,14,0,1,221,1,221,4.24e-148,420.0,NC_000866.4,NC_000866.4_221,,222,157368.0,1.0,,MF158046.1,ATE86485.1,"ribonucleoside-diphosphate reductase, small subunit",388.0,167678.0,0.0,Shigella phage Sf23,207.077
6549,NC_000866.4_221,YP_010076426.1,93.7,221,14,0,1,221,1,221,4.24e-148,420.0,NC_000866.4,NC_000866.4_221,,222,157368.0,1.0,,NC_054941.1,YP_010076426.1,ribonucleotide reductase class Ia beta subunit,Shigella phage Sf23,167678.0,0.0,388,207.077
6550,NC_000866.4_221,QLF81630.1,87.7,228,18,2,1,221,1,225,1.0299999999999999e-138,390.0,NC_000866.4,NC_000866.4_221,,222,157368.0,1.0,,MT682712.1,QLF81630.1,"ribonucleotide reductase of class Ia (aerobic), beta subunit",225.0,168410.0,0.0,Escherichia phage vB_EcoM_F1,199.956
6551,NC_000866.4_222,AAD42625.1,100.0,83,0,0,1,83,1,83,6.42e-59,177.0,NC_000866.4,NC_000866.4_222,,84,157368.0,1.0,,AF158101.6,AAD42625.1,Nrd.1 hypothetical protein,83.0,168903.0,0.0,Escherichia phage T4,83.0
6552,NC_000866.4_222,NP_049843.1,100.0,83,0,0,1,83,1,83,6.42e-59,177.0,NC_000866.4,NC_000866.4_222,,84,157368.0,1.0,,NC_000866.4,NP_049843.1,Nrd.1 hypothetical protein,Escherichia phage T4,168903.0,0.0,83,83.0
6553,NC_000866.4_222,AKJ72900.1,100.0,83,0,0,1,83,131,213,3.8000000000000003e-57,177.0,NC_000866.4,NC_000866.4_222,,84,157368.0,1.0,,KR269718.1,AKJ72900.1,putative free-standing HNH family homing endonuclease,213.0,170770.0,0.0,Escherichia phage HY03,83.0
6554,NC_000866.4_222,YP_009284231.1,100.0,83,0,0,1,83,131,213,3.8000000000000003e-57,177.0,NC_000866.4,NC_000866.4_222,,84,157368.0,1.0,,NC_031047.1,YP_009284231.1,homing endonuclease,Escherichia phage HY03,170770.0,0.0,213,83.0
6555,NC_000866.4_222,ANN86851.1,98.8,83,1,0,1,83,98,180,5.55e-57,176.0,NC_000866.4,NC_000866.4_222,,84,157368.0,1.0,,KX130862.1,ANN86851.1,homing endonuclease,180.0,168993.0,0.0,Shigella phage SHFML-26,82.00399999999999
6556,NC_000866.4_223,AAD42600.1,100.0,141,0,0,1,141,1,141,8.18e-96,275.0,NC_000866.4,NC_000866.4_223,,142,157368.0,1.0,,AF158101.6,AAD42600.1,MobE homing endonuclease,141.0,168903.0,0.0,Escherichia phage T4,141.0
6557,NC_000866.4_223,NP_049844.1,100.0,141,0,0,1,141,1,141,8.18e-96,275.0,NC_000866.4,NC_000866.4_223,,142,157368.0,1.0,,NC_000866.4,NP_049844.1,homing endonuclease,Escherichia phage T4,168903.0,0.0,141,141.0
6558,NC_000866.4_223,ASZ77353.1,99.2,118,1,0,1,118,1,118,1.21e-78,235.0,NC_000866.4,NC_000866.4_223,,142,157368.0,1.0,,MF001360.1,ASZ77353.1,homing endonuclease,232.0,168638.0,0.0,Escherichia phage ECO4,117.056
6559,NC_000866.4_223,YP_010068463.1,99.2,118,1,0,1,118,1,118,1.21e-78,235.0,NC_000866.4,NC_000866.4_223,,142,157368.0,1.0,,NC_054911.1,YP_010068463.1,homing endonuclease,Escherichia phage ECO4,168638.0,0.0,232,117.056
6560,NC_000866.4_223,BBF63646.1,65.3,118,39,2,1,118,1,116,3.35e-42,142.0,NC_000866.4,NC_000866.4_223,,142,157368.0,1.0,,AP018814.1,BBF63646.1,Homing endonuclease,213.0,168697.0,0.0,Enterobacteria phage T6,77.05399999999999
6561,NC_000866.4_224,AAD42621.1,100.0,754,0,0,1,754,1,754,0.0,1523.0,NC_000866.4,NC_000866.4_224,,755,157368.0,1.0,,AF158101.6,AAD42621.1,"NrdA aerobic NDP reductase, large subunit",754.0,168903.0,0.0,Escherichia phage T4,754.0
6562,NC_000866.4_224,NP_049845.1,100.0,754,0,0,1,754,1,754,0.0,1523.0,NC_000866.4,NC_000866.4_224,,755,157368.0,1.0,,NC_000866.4,NP_049845.1,NrdA-like aerobic NDP reductase large subunit,Escherichia phage T4,168903.0,0.0,754,754.0
6563,NC_000866.4_224,AIT72963.1,99.6,754,3,0,1,754,1,754,0.0,1516.0,NC_000866.4,NC_000866.4_224,,755,157368.0,1.0,,KM606994.1,AIT72963.1,ribonucleoside-diphosphate reductase subunit alpha,754.0,168402.0,0.0,Escherichia phage RB3,750.9839999999999
6564,NC_000866.4_224,QHA33606.1,99.6,754,3,0,1,754,1,754,0.0,1516.0,NC_000866.4,NC_000866.4_224,,755,157368.0,1.0,,MN580668.1,QHA33606.1,putative ribnonucleotide reductase alpha subunit,754.0,172360.0,0.0,Salmonella phage pSe_SNUABM_01,750.9839999999999
6565,NC_000866.4_224,YP_009098613.1,99.6,754,3,0,1,754,1,754,0.0,1516.0,NC_000866.4,NC_000866.4_224,,755,157368.0,1.0,,NC_025419.1,YP_009098613.1,NrdA-like aerobic NDP reductase large subunit,Escherichia phage RB3,168402.0,0.0,754,750.9839999999999
6566,NC_000866.4_225,AAD42622.1,100.0,108,0,0,1,108,1,108,2.09e-80,233.0,NC_000866.4,NC_000866.4_225,,109,157368.0,1.0,,AF158101.6,AAD42622.1,NrdA.1 conserved hypothetical protein,108.0,168903.0,0.0,Escherichia phage T4,108.0
6567,NC_000866.4_225,QBQ78515.1,100.0,108,0,0,1,108,1,108,2.09e-80,233.0,NC_000866.4,NC_000866.4_225,,109,157368.0,1.0,,MK373781.1,QBQ78515.1,hypothetical protein KAW1E185_00242,108.0,164987.0,0.0,Escherichia phage vB_EcoM_KAW1E185,108.0
6568,NC_000866.4_225,QBQ80110.1,100.0,108,0,0,1,108,1,108,2.09e-80,233.0,NC_000866.4,NC_000866.4_225,,109,157368.0,1.0,,MK373787.1,QBQ80110.1,hypothetical protein G8_00234,108.0,169650.0,0.0,Escherichia phage vB_EcoM_G8,108.0
6569,NC_000866.4_225,NP_049846.1,100.0,108,0,0,1,108,1,108,2.09e-80,233.0,NC_000866.4,NC_000866.4_225,,109,157368.0,1.0,,NC_000866.4,NP_049846.1,hypothetical protein,Escherichia phage T4,168903.0,0.0,108,108.0
6570,NC_000866.4_225,YP_010069522.1,100.0,108,0,0,1,108,1,108,2.09e-80,233.0,NC_000866.4,NC_000866.4_225,,109,157368.0,1.0,,NC_054915.1,YP_010069522.1,hypothetical protein,Escherichia phage vB_EcoM_G8,169650.0,0.0,108,108.0
6571,NC_000866.4_226,AAD42623.1,100.0,87,0,0,1,87,1,87,8.89e-61,182.0,NC_000866.4,NC_000866.4_226,,88,157368.0,1.0,,AF158101.6,AAD42623.1,NrdA.2 conserved hypothetical protein,87.0,168903.0,0.0,Escherichia phage T4,87.0
6572,NC_000866.4_226,ANZ50823.1,100.0,87,0,0,1,87,1,87,8.89e-61,182.0,NC_000866.4,NC_000866.4_226,,88,157368.0,1.0,,KT184308.1,ANZ50823.1,hypothetical protein,87.0,168496.0,0.0,Enterobacteria phage Aplg8,87.0
6573,NC_000866.4_226,ANZ51409.1,100.0,87,0,0,1,87,1,87,8.89e-61,182.0,NC_000866.4,NC_000866.4_226,,88,157368.0,1.0,,KT184311.1,ANZ51409.1,hypothetical protein,87.0,166514.0,0.0,Enterobacteria phage GiZh,87.0
6574,NC_000866.4_226,AUV63091.1,100.0,87,0,0,1,87,1,87,8.89e-61,182.0,NC_000866.4,NC_000866.4_226,,88,157368.0,1.0,,MF327008.1,AUV63091.1,hypothetical protein Sf24_gp81,87.0,168112.0,0.0,Shigella phage Sf24,87.0
6575,NC_000866.4_226,AXF42539.1,100.0,87,0,0,1,87,1,87,8.89e-61,182.0,NC_000866.4,NC_000866.4_226,,88,157368.0,1.0,,MH553563.1,AXF42539.1,hypothetical protein,87.0,166677.0,0.0,Enterobacteria phage RB18,87.0
6576,NC_000866.4_227,ANN86662.1,100.0,104,0,0,1,104,1,104,1.97e-74,218.0,NC_000866.4,NC_000866.4_227,,105,157368.0,1.0,,KX130861.1,ANN86662.1,thymidylate synthase,104.0,170650.0,0.0,Shigella phage SHFML-11,104.0
6577,NC_000866.4_227,YP_009277604.1,100.0,104,0,0,1,104,1,104,1.97e-74,218.0,NC_000866.4,NC_000866.4_227,,105,157368.0,1.0,,NC_030953.1,YP_009277604.1,thymidylate synthase,Shigella phage SHFML-11,170650.0,0.0,104,104.0
6578,NC_000866.4_227,AAD42662.1,100.0,103,0,0,2,104,184,286,3.99e-71,216.0,NC_000866.4,NC_000866.4_227,,105,157368.0,1.0,,AF158101.6,AAD42662.1,dTMP (thymidylate) synthase,286.0,168903.0,0.0,Escherichia phage T4,103.0
6579,NC_000866.4_227,BBC14574.1,100.0,103,0,0,2,104,184,286,3.99e-71,216.0,NC_000866.4,NC_000866.4_227,,105,157368.0,1.0,,LC348379.1,BBC14574.1,hypothetical protein,286.0,167812.0,0.0,Escherichia phage PP01,103.0
6580,NC_000866.4_227,YP_010073607.1,100.0,103,0,0,2,104,184,286,3.99e-71,216.0,NC_000866.4,NC_000866.4_227,,105,157368.0,1.0,,NC_054930.1,YP_010073607.1,thymidylate synthase,Escherichia phage PP01,167812.0,0.0,286,103.0
6581,NC_000866.4_228,AAD42521.3,100.0,245,0,0,1,245,1,245,3.11e-185,509.0,NC_000866.4,NC_000866.4_228,,246,157368.0,1.0,,AF158101.6,AAD42521.3,I-TevI homing endonuclease,245.0,168903.0,0.0,Escherichia phage T4,245.00000000000003
6582,NC_000866.4_228,BBF63651.1,100.0,245,0,0,1,245,1,245,3.11e-185,509.0,NC_000866.4,NC_000866.4_228,,246,157368.0,1.0,,AP018814.1,BBF63651.1,RNA polymerase sigma factor for latetranscription,245.0,168697.0,0.0,Enterobacteria phage T6,245.00000000000003
6583,NC_000866.4_228,AFH20196.1,100.0,245,0,0,1,245,1,245,3.11e-185,509.0,NC_000866.4,NC_000866.4_228,,246,157368.0,1.0,,JN986846.1,AFH20196.1,homing endonuclease,245.0,167396.0,0.0,Escherichia phage vB_EcoM_ACG-C40,245.00000000000003
6584,NC_000866.4_228,AGR46180.1,100.0,245,0,0,1,245,1,245,3.11e-185,509.0,NC_000866.4,NC_000866.4_228,,246,157368.0,1.0,,KF208315.1,AGR46180.1,homing endonuclease,245.0,167785.0,0.0,Yersinia phage PST,245.00000000000003
6585,NC_000866.4_228,AIT72967.1,100.0,245,0,0,1,245,1,245,3.11e-185,509.0,NC_000866.4,NC_000866.4_228,,246,157368.0,1.0,,KM606994.1,AIT72967.1,I-TevI homing endonuclease,245.0,168402.0,0.0,Escherichia phage RB3,245.00000000000003
6586,NC_000866.4_229,BBF63652.1,98.9,183,2,0,1,183,1,183,7e-140,390.0,NC_000866.4,NC_000866.4_229,,184,157368.0,1.0,,AP018814.1,BBF63652.1,thymidylate synthase,183.0,168697.0,0.0,Enterobacteria phage T6,180.98700000000002
6587,NC_000866.4_229,AFO10757.1,98.9,183,2,0,1,183,1,183,7e-140,390.0,NC_000866.4,NC_000866.4_229,,184,157368.0,1.0,,JX128259.1,AFO10757.1,Thymidylate synthase,183.0,166783.0,0.0,Escherichia phage ECML-134,180.98700000000002
6588,NC_000866.4_229,YP_010067381.1,98.9,183,2,0,1,183,1,183,7e-140,390.0,NC_000866.4,NC_000866.4_229,,184,157368.0,1.0,,NC_054907.1,YP_010067381.1,thymidylate synthase,Enterobacteria phage T6,168697.0,0.0,183,180.98700000000002
6589,NC_000866.4_229,YP_009102706.1,98.9,183,2,0,1,183,1,183,7e-140,390.0,NC_000866.4,NC_000866.4_229,,184,157368.0,1.0,,NC_025449.1,YP_009102706.1,thymidylate synthase,Escherichia phage ECML-134,166783.0,0.0,183,180.98700000000002
6590,NC_000866.4_229,AWM12049.1,98.9,183,2,0,1,183,1,183,9.939999999999999e-140,389.0,NC_000866.4,NC_000866.4_229,,184,157368.0,1.0,,MH243439.1,AWM12049.1,thymidylate synthase,183.0,166083.0,0.0,Escherichia phage vB_EcoM_NBG2,180.98700000000002
6591,NC_000866.4_230,AAD42577.1,100.0,193,0,0,1,193,1,193,5.249999999999999e-140,391.0,NC_000866.4,NC_000866.4_230,,194,157368.0,1.0,,AF158101.6,AAD42577.1,Frd dihydrofolate reductase,193.0,168903.0,0.0,Escherichia phage T4,193.0
6592,NC_000866.4_230,NP_049850.1,100.0,193,0,0,1,193,1,193,5.249999999999999e-140,391.0,NC_000866.4,NC_000866.4_230,,194,157368.0,1.0,,NC_000866.4,NP_049850.1,dihydrofolate reductase,Escherichia phage T4,168903.0,0.0,193,193.0
6593,NC_000866.4_230,CCI89132.1,99.0,193,2,0,1,193,1,193,1.7599999999999998e-138,387.0,NC_000866.4,NC_000866.4_230,,194,157368.0,1.0,,HE956711.1,CCI89132.1,"dihydrofolate reductase, phage-associated",193.0,167063.0,0.0,Yersinia phage phiD1,191.07
6594,NC_000866.4_230,YP_009149480.1,99.0,193,2,0,1,193,1,193,1.7599999999999998e-138,387.0,NC_000866.4,NC_000866.4_230,,194,157368.0,1.0,,NC_027353.1,YP_009149480.1,dihydrofolate reductase,Yersinia phage phiD1,167063.0,0.0,193,191.07
6595,NC_000866.4_230,CUL01643.1,98.4,193,3,0,1,193,1,193,1.0599999999999999e-137,385.0,NC_000866.4,NC_000866.4_230,,194,157368.0,1.0,,LN881728.1,CUL01643.1,dihydrofolate reductase [Enterobacteria phage RB14],204.0,167467.0,0.0,Escherichia phage slur03,189.912
6596,NC_000866.4_231,AAD42578.1,100.0,80,0,0,1,80,1,80,1.4800000000000001e-58,176.0,NC_000866.4,NC_000866.4_231,,81,157368.0,1.0,,AF158101.6,AAD42578.1,Frd.1 conserved hypothetical protein,80.0,168903.0,0.0,Escherichia phage T4,80.0
6597,NC_000866.4_231,ABI95056.1,100.0,80,0,0,1,80,1,80,1.4800000000000001e-58,176.0,NC_000866.4,NC_000866.4_231,,81,157368.0,1.0,,DQ904452.1,ABI95056.1,frd.1 hypothetical protein,80.0,165890.0,0.0,Escherichia phage RB32,80.0
6598,NC_000866.4_231,AFH20201.1,100.0,80,0,0,1,80,1,80,1.4800000000000001e-58,176.0,NC_000866.4,NC_000866.4_231,,81,157368.0,1.0,,JN986846.1,AFH20201.1,hypothetical protein ACG-C40_0236,80.0,167396.0,0.0,Escherichia phage vB_EcoM_ACG-C40,80.0
6599,NC_000866.4_231,AFO10761.1,100.0,80,0,0,1,80,1,80,1.4800000000000001e-58,176.0,NC_000866.4,NC_000866.4_231,,81,157368.0,1.0,,JX128259.1,AFO10761.1,hypothetical protein ECML134_235,80.0,166783.0,0.0,Escherichia phage ECML-134,80.0
6600,NC_000866.4_231,AHK11083.1,100.0,80,0,0,1,80,1,80,1.4800000000000001e-58,176.0,NC_000866.4,NC_000866.4_231,,81,157368.0,1.0,,KF925357.1,AHK11083.1,hypothetical protein HY01_0228,80.0,166977.0,0.0,Escherichia phage HY01,80.0
6601,NC_000866.4_232,AAD42579.1,100.0,128,0,0,1,128,1,128,3.9099999999999997e-90,259.0,NC_000866.4,NC_000866.4_232,,129,157368.0,1.0,,AF158101.6,AAD42579.1,Frd.2 conserved hypothetical protein,128.0,168903.0,0.0,Escherichia phage T4,128.0
6602,NC_000866.4_232,ABI95057.1,100.0,128,0,0,1,128,1,128,3.9099999999999997e-90,259.0,NC_000866.4,NC_000866.4_232,,129,157368.0,1.0,,DQ904452.1,ABI95057.1,hypothetical protein RB32ORF233c,128.0,165890.0,0.0,Escherichia phage RB32,128.0
6603,NC_000866.4_232,AFH20203.1,100.0,128,0,0,1,128,1,128,3.9099999999999997e-90,259.0,NC_000866.4,NC_000866.4_232,,129,157368.0,1.0,,JN986846.1,AFH20203.1,hypothetical protein ACG-C40_0237,128.0,167396.0,0.0,Escherichia phage vB_EcoM_ACG-C40,128.0
6604,NC_000866.4_232,AUV63784.1,100.0,128,0,0,1,128,1,128,3.9099999999999997e-90,259.0,NC_000866.4,NC_000866.4_232,,129,157368.0,1.0,,MF327007.1,AUV63784.1,hypothetical protein Sf21_gp231,128.0,166002.0,0.0,Shigella phage Sf21,128.0
6605,NC_000866.4_232,YP_803175.1,100.0,128,0,0,1,128,1,128,3.9099999999999997e-90,259.0,NC_000866.4,NC_000866.4_232,,129,157368.0,1.0,,NC_008515.1,YP_803175.1,hypothetical protein,Escherichia phage RB32,165890.0,0.0,128,128.0
6606,NC_000866.4_233,AAD42580.1,100.0,75,0,0,1,75,1,75,7.41e-50,154.0,NC_000866.4,NC_000866.4_233,,76,157368.0,1.0,,AF158101.6,AAD42580.1,Frd.3 hypothetical protein,75.0,168903.0,0.0,Escherichia phage T4,75.0
6607,NC_000866.4_233,AIS73556.1,100.0,75,0,0,1,75,1,75,7.41e-50,154.0,NC_000866.4,NC_000866.4_233,,76,157368.0,1.0,,KM501444.1,AIS73556.1,hypothetical protein pSs1_00246,75.0,164999.0,0.0,Shigella phage pSs-1,75.0
6608,NC_000866.4_233,ANZ51414.1,100.0,75,0,0,1,75,1,75,7.41e-50,154.0,NC_000866.4,NC_000866.4_233,,76,157368.0,1.0,,KT184311.1,ANZ51414.1,hypothetical protein,75.0,166514.0,0.0,Enterobacteria phage GiZh,75.0
6609,NC_000866.4_233,ANN86670.1,100.0,75,0,0,1,75,1,75,7.41e-50,154.0,NC_000866.4,NC_000866.4_233,,76,157368.0,1.0,,KX130861.1,ANN86670.1,hypothetical protein,75.0,170650.0,0.0,Shigella phage SHFML-11,75.0
6610,NC_000866.4_233,ANN86863.1,100.0,75,0,0,1,75,1,75,7.41e-50,154.0,NC_000866.4,NC_000866.4_233,,76,157368.0,1.0,,KX130862.1,ANN86863.1,hypothetical protein,75.0,168993.0,0.0,Shigella phage SHFML-26,75.0
6611,NC_000866.4_234,AAD42454.1,100.0,301,0,0,1,301,1,301,5.6599999999999996e-216,592.0,NC_000866.4,NC_000866.4_234,,302,157368.0,1.0,,AF158101.6,AAD42454.1,gp32 single-stranded DNA binding protein,301.0,168903.0,0.0,Escherichia phage T4,301.0
6612,NC_000866.4_234,NP_049854.1,100.0,301,0,0,1,301,1,301,5.6599999999999996e-216,592.0,NC_000866.4,NC_000866.4_234,,302,157368.0,1.0,,NC_000866.4,NP_049854.1,single strand DNA binding protein,Escherichia phage T4,168903.0,0.0,301,301.0
6613,NC_000866.4_234,AHY83444.1,99.7,301,1,0,1,301,1,301,2.3000000000000002e-215,590.0,NC_000866.4,NC_000866.4_234,,302,157368.0,1.0,,KJ668714.2,AHY83444.1,single-stranded DNA binding protein,301.0,168470.0,0.0,Escherichia phage vB_EcoM_112,300.097
6614,NC_000866.4_234,AUV63100.1,99.7,301,1,0,1,301,1,301,2.3000000000000002e-215,590.0,NC_000866.4,NC_000866.4_234,,302,157368.0,1.0,,MF327008.1,AUV63100.1,single-stranded DNA binding protein,301.0,168112.0,0.0,Shigella phage Sf24,300.097
6615,NC_000866.4_234,YP_009030851.1,99.7,301,1,0,1,301,1,301,2.3000000000000002e-215,590.0,NC_000866.4,NC_000866.4_234,,302,157368.0,1.0,,NC_024125.2,YP_009030851.1,single strand DNA binding protein,Escherichia phage vB_EcoM_112,168470.0,0.0,301,300.097
6616,NC_000866.4_235,AAD42455.1,100.0,210,0,0,1,210,1,210,1.05e-161,447.0,NC_000866.4,NC_000866.4_235,,211,157368.0,1.0,,AF158101.6,AAD42455.1,SegG homing endonuclease,210.0,168903.0,0.0,Escherichia phage T4,210.0
6617,NC_000866.4_235,AFH20206.1,100.0,210,0,0,1,210,1,210,1.05e-161,447.0,NC_000866.4,NC_000866.4_235,,211,157368.0,1.0,,JN986846.1,AFH20206.1,homing endonuclease,210.0,167396.0,0.0,Escherichia phage vB_EcoM_ACG-C40,210.0
6618,NC_000866.4_235,AHY83445.1,100.0,210,0,0,1,210,1,210,1.05e-161,447.0,NC_000866.4,NC_000866.4_235,,211,157368.0,1.0,,KJ668714.2,AHY83445.1,homing endonuclease,210.0,168470.0,0.0,Escherichia phage vB_EcoM_112,210.0
6619,NC_000866.4_235,AYJ74486.1,100.0,210,0,0,1,210,1,210,1.05e-161,447.0,NC_000866.4,NC_000866.4_235,,211,157368.0,1.0,,MH809535.1,AYJ74486.1,homing endonuclease,210.0,169604.0,0.0,Yersinia phage PYPS2T,210.0
6620,NC_000866.4_235,QBQ79570.1,100.0,210,0,0,1,210,1,210,1.05e-161,447.0,NC_000866.4,NC_000866.4_235,,211,157368.0,1.0,,MK373785.1,QBQ79570.1,hypothetical protein OE5505_00255,210.0,168756.0,0.0,Escherichia phage vB_EcoM_OE5505,210.0
6621,NC_000866.4_236,AAD42503.1,100.0,217,0,0,1,217,1,217,4.58e-155,431.0,NC_000866.4,NC_000866.4_236,,218,157368.0,1.0,,AF158101.6,AAD42503.1,gp59 loader of gp41 DNA helicase,217.0,168903.0,0.0,Escherichia phage T4,217.0
6622,NC_000866.4_236,BAI83259.1,100.0,217,0,0,1,217,1,217,4.58e-155,431.0,NC_000866.4,NC_000866.4_236,,218,157368.0,1.0,,AP011113.1,BAI83259.1,loader of DNA helicase,217.0,167435.0,0.0,Escherichia phage AR1,217.0
6623,NC_000866.4_236,BBF63661.1,100.0,217,0,0,1,217,1,217,4.58e-155,431.0,NC_000866.4,NC_000866.4_236,,218,157368.0,1.0,,AP018814.1,BBF63661.1,loader of gp41 DNA helicase,217.0,168697.0,0.0,Enterobacteria phage T6,217.0
6624,NC_000866.4_236,ABI95060.1,100.0,217,0,0,1,217,1,217,4.58e-155,431.0,NC_000866.4,NC_000866.4_236,,218,157368.0,1.0,,DQ904452.1,ABI95060.1,loader of gene 41 DNA helicase,217.0,165890.0,0.0,Escherichia phage RB32,217.0
6625,NC_000866.4_236,CCI89138.1,100.0,217,0,0,1,217,1,217,4.58e-155,431.0,NC_000866.4,NC_000866.4_236,,218,157368.0,1.0,,HE956711.1,CCI89138.1,helicase loader DnaI,217.0,167063.0,0.0,Yersinia phage phiD1,217.0
6626,NC_000866.4_237,AAD42456.1,100.0,112,0,0,1,112,1,112,4.87e-72,213.0,NC_000866.4,NC_000866.4_237,,113,157368.0,1.0,,AF158101.6,AAD42456.1,gp33 late promoter transcription accessory protein,112.0,168903.0,0.0,Escherichia phage T4,112.00000000000001
6627,NC_000866.4_237,BAI83260.1,100.0,112,0,0,1,112,1,112,4.87e-72,213.0,NC_000866.4,NC_000866.4_237,,113,157368.0,1.0,,AP011113.1,BAI83260.1,late promoter transcription accessory protein,112.0,167435.0,0.0,Escherichia phage AR1,112.00000000000001
6628,NC_000866.4_237,BBF63662.1,100.0,112,0,0,1,112,1,112,4.87e-72,213.0,NC_000866.4,NC_000866.4_237,,113,157368.0,1.0,,AP018814.1,BBF63662.1,DNA polymerase clamp loader small subunit,112.0,168697.0,0.0,Enterobacteria phage T6,112.00000000000001
6629,NC_000866.4_237,ACP30883.1,100.0,112,0,0,1,112,1,112,4.87e-72,213.0,NC_000866.4,NC_000866.4_237,,113,157368.0,1.0,,FJ839692.1,ACP30883.1,gp33,112.0,165429.0,0.0,Escherichia phage RB14,112.00000000000001
6630,NC_000866.4_237,CCI89139.1,100.0,112,0,0,1,112,1,112,4.87e-72,213.0,NC_000866.4,NC_000866.4_237,,113,157368.0,1.0,,HE956711.1,CCI89139.1,protein of unknown function,112.0,167063.0,0.0,Yersinia phage phiD1,112.00000000000001
6631,NC_000866.4_238,AAD42567.1,100.0,89,0,0,1,89,1,89,3.32e-57,173.0,NC_000866.4,NC_000866.4_238,,90,157368.0,1.0,,AF158101.6,AAD42567.1,"DsbA dsDNA binding protein, late transcription",89.0,168903.0,0.0,Escherichia phage T4,89.0
6632,NC_000866.4_238,BAI83261.1,100.0,89,0,0,1,89,1,89,3.32e-57,173.0,NC_000866.4,NC_000866.4_238,,90,157368.0,1.0,,AP011113.1,BAI83261.1,"DsbA dsDNA binding protein, late transcription",89.0,167435.0,0.0,Escherichia phage AR1,89.0
6633,NC_000866.4_238,BBF63663.1,100.0,89,0,0,1,89,1,89,3.32e-57,173.0,NC_000866.4,NC_000866.4_238,,90,157368.0,1.0,,AP018814.1,BBF63663.1,hypothetical protein EcT6_00245,89.0,168697.0,0.0,Enterobacteria phage T6,89.0
6634,NC_000866.4_238,BBG28759.1,100.0,89,0,0,1,89,1,89,3.32e-57,173.0,NC_000866.4,NC_000866.4_238,,90,157368.0,1.0,,AP018932.1,BBG28759.1,dsDNA binding protein,89.0,166848.0,0.0,Escherichia phage KIT03,89.0
6635,NC_000866.4_238,ABI95062.1,100.0,89,0,0,1,89,1,89,3.32e-57,173.0,NC_000866.4,NC_000866.4_238,,90,157368.0,1.0,,DQ904452.1,ABI95062.1,dsDNA binding,89.0,165890.0,0.0,Escherichia phage RB32,89.0
6636,NC_000866.4_239,AAD42554.1,100.0,305,0,0,1,305,1,305,9.12e-224,612.0,NC_000866.4,NC_000866.4_239,,306,157368.0,1.0,,AF158101.6,AAD42554.1,RNaseH ribonuclease,305.0,168903.0,0.0,Escherichia phage T4,305.0
6637,NC_000866.4_239,CCI89141.1,100.0,305,0,0,1,305,1,305,9.12e-224,612.0,NC_000866.4,NC_000866.4_239,,306,157368.0,1.0,,HE956711.1,CCI89141.1,phage ribonuclease H,305.0,167063.0,0.0,Yersinia phage phiD1,305.0
6638,NC_000866.4_239,AHK11091.1,100.0,305,0,0,1,305,1,305,9.12e-224,612.0,NC_000866.4,NC_000866.4_239,,306,157368.0,1.0,,KF925357.1,AHK11091.1,ribonuclease,305.0,166977.0,0.0,Escherichia phage HY01,305.0
6639,NC_000866.4_239,AIS73561.1,100.0,305,0,0,1,305,1,305,9.12e-224,612.0,NC_000866.4,NC_000866.4_239,,306,157368.0,1.0,,KM501444.1,AIS73561.1,hypothetical protein pSs1_00251,305.0,164999.0,0.0,Shigella phage pSs-1,305.0
6640,NC_000866.4_239,AKJ72883.1,100.0,305,0,0,1,305,1,305,9.12e-224,612.0,NC_000866.4,NC_000866.4_239,,306,157368.0,1.0,,KR269718.1,AKJ72883.1,putative terminase DNA packaging enzyme large subunit,305.0,170770.0,0.0,Escherichia phage HY03,305.0
6641,NC_000866.4_240,AAD42457.1,100.0,1289,0,0,1,1289,1,1289,0.0,2118.0,NC_000866.4,NC_000866.4_240,,1290,157368.0,1.0,,AF158101.6,AAD42457.1,"gp34 long tail fiber, proximal subunit",1289.0,168903.0,0.0,Escherichia phage T4,1289.0
6642,NC_000866.4_240,NP_049860.1,100.0,1289,0,0,1,1289,1,1289,0.0,2118.0,NC_000866.4,NC_000866.4_240,,1290,157368.0,1.0,,NC_000866.4,NP_049860.1,tail fiber protein proximal subunit,Escherichia phage T4,168903.0,0.0,1289,1289.0
6643,NC_000866.4_240,QBQ80128.1,98.1,1289,24,0,1,1289,1,1289,0.0,2076.0,NC_000866.4,NC_000866.4_240,,1290,157368.0,1.0,,MK373787.1,QBQ80128.1,"putative long tail fiber, proximal subunit",1289.0,169650.0,0.0,Escherichia phage vB_EcoM_G8,1264.509
6644,NC_000866.4_240,YP_010069540.1,98.1,1289,24,0,1,1289,1,1289,0.0,2076.0,NC_000866.4,NC_000866.4_240,,1290,157368.0,1.0,,NC_054915.1,YP_010069540.1,tail fiber protein proximal subunit,Escherichia phage vB_EcoM_G8,169650.0,0.0,1289,1264.509
