qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,protein_ncbi_acc,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source
JC39_S2_NODE_1_length_18463_cov_4.914283_10,QGJ88010.1,44.3,122,67,1,2,122,4,125,3.23e-28,102.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QGJ88010.1,hypothetical protein SEA_AVAZAK_28,Gordonia phage Avazak,127.0,MN585971.1,60278.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Tanisvirus,,Tanisvirus avazak,E,Gordonia phage Avazak,,,MN585971,NC_048822,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_10,QFP94913.1,41.8,122,70,1,2,122,4,125,1.8400000000000002e-27,100.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QFP94913.1,hypothetical protein SEA_OHMYWARD_31,Gordonia phage OhMyWard,127.0,MN284896.1,60978.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus ohmyward,E,Gordonia phage OhMyWard,,,MN284896,NC_048816,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_10,AHV83134.1,34.7,118,76,1,2,118,4,121,8.98e-17,73.6,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,AHV83134.1,hypothetical protein P118_0017,Lactococcus phage P118,127.0,KJ489012.1,54173.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nevevirus,,Nevevirus P118,E,Lactococcus phage P118,,,KJ489012,NC_024208,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_10,AHV83214.1,34.7,118,76,1,2,118,4,121,8.98e-17,73.6,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,AHV83214.1,hypothetical protein P162_0017,Lactococcus phage P162,127.0,KJ489013.1,55584.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nevevirus,,Nevevirus P162,E,Lactococcus phage P162,,,KJ489013,NC_024214,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_10,AHV82980.1,33.9,118,77,1,2,118,4,121,1.27e-16,73.2,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,AHV82980.1,hypothetical protein P078_0017,Lactococcus phage P078,127.0,KJ489010.1,54452.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nevevirus,,Nevevirus P078,E,Lactococcus phage P078,,,KJ489010,NC_024215,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_10,AHV83058.1,33.9,118,77,1,2,118,4,121,1.27e-16,73.2,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,AHV83058.1,hypothetical protein P092_0017,Lactococcus phage P092,127.0,KJ489011.1,53513.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nevevirus,,Nevevirus P092,E,Lactococcus phage P092,,,KJ489011,NC_024203,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_11,QDH46479.1,45.2,84,37,3,52,128,374,455,1.81e-06,53.9,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QDH46479.1,putative tail fiber protein,Aeromonas phage LAh_6,1172.0,MK838112.1,101390.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Lahexavirus,,Lahexavirus LAh6,E,Aeromonas phage LAh_6,,,MK838112,NC_048774,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_11,QDH46718.1,45.2,84,37,3,52,128,374,455,1.81e-06,53.9,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QDH46718.1,putative tail fiber protein,Aeromonas phage LAh_8,1172.0,MK838114.1,97408.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Lahexavirus,,Lahexavirus LAh8,E,Aeromonas phage LAh_8,,,MK838114,NC_048775,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,AOZ64973.1,54.2,262,119,1,1,262,1,261,4.24e-102,300.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,AOZ64973.1,major tail protein,Streptomyces phage Rima,262.0,KX670790.2,56168.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Rimavirus,,Rimavirus rima,E,Streptomyces phage Rima,,,KX670790,NC_041889,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,ASU03932.1,51.9,262,125,1,1,262,1,261,1.34e-93,278.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,ASU03932.1,major tail protein,Streptomyces phage DrGrey,262.0,MF467948.1,56076.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Rimavirus,,Rimavirus drgrey,E,Streptomyces phage DrGrey,,,MF467948,NC_042016,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,AVD99441.1,50.2,261,129,1,1,261,1,260,8.84e-92,274.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,AVD99441.1,major tail protein,Streptomyces phage Bing,262.0,MG757154.1,56341.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bingvirus,,Bingvirus bing,E,Streptomyces phage Bing,,,MG757154,NC_042106,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,ATN93663.1,49.0,261,132,1,1,261,1,260,1.02e-85,258.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,ATN93663.1,major tail protein,Streptomyces phage Scap1,262.0,MF975637.1,43060.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Scapunavirus,,Scapunavirus scap1,E,Streptomyces phage Scap1,,,MF975637,NC_042042,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,ALY08618.1,47.6,267,133,3,1,262,1,265,2.34e-85,258.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,ALY08618.1,major tail protein,Arthrobacter phage CaptnMurica,266.0,KU160641.1,58159.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gordonvirus,,Gordonvirus captnmurica,E,Arthrobacter phage CaptnMurica,,,KU160641,NC_041951,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,ALY08993.1,46.6,266,137,2,1,262,1,265,3.81e-84,254.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,ALY08993.1,major tail protein,Arthrobacter phage Gordon,266.0,KU160646.1,58279.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gordonvirus,,Gordonvirus gordon,E,Arthrobacter phage Gordon,,,KU160646,NC_041952,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,QDH85255.1,47.2,246,107,4,1,233,1,236,1.9000000000000002e-70,221.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QDH85255.1,major tail protein,Gordonia phage Kenosha,295.0,MN010761.1,60899.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus kenosha,E,Gordonia phage Kenosha,,,MN010761,NC_048793,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,QJD49601.1,48.3,230,105,3,1,217,1,229,7.39e-70,219.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QJD49601.1,major tail protein,Gordonia phage Secretariat,294.0,MT310850.1,57731.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Secretariatvirus,,Secretariatvirus secretariat,E,Gordonia phage Secretariat,,,MT310850,NC_048876,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,QGJ88004.1,49.1,222,99,3,1,209,1,221,7.850000000000001e-70,219.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QGJ88004.1,major tail protein,Gordonia phage Avazak,296.0,MN585971.1,60278.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Tanisvirus,,Tanisvirus avazak,E,Gordonia phage Avazak,,,MN585971,NC_048822,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,QFP95596.1,48.6,222,100,3,1,209,1,221,1.57e-69,218.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QFP95596.1,major tail protein,Gordonia phage Tanis,296.0,MN284904.1,59727.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Tanisvirus,,Tanisvirus tanis,E,Gordonia phage Tanis,,,MN284904,NC_048817,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,QFP94907.1,45.9,246,110,4,1,233,1,236,4.3199999999999997e-69,217.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QFP94907.1,major tail protein,Gordonia phage OhMyWard,295.0,MN284896.1,60978.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus ohmyward,E,Gordonia phage OhMyWard,,,MN284896,NC_048816,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,QGJ89069.1,46.3,246,109,4,1,233,1,236,8.65e-69,216.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QGJ89069.1,major tail protein,Gordonia phage Untouchable,295.0,MN585982.1,61623.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus untouchable,E,Gordonia phage Untouchable,,,MN585982,NC_048823,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,QGJ90370.1,46.3,246,109,4,1,233,1,236,8.65e-69,216.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QGJ90370.1,major tail protein,Gordonia phage Crocheter,295.0,MN585996.1,60531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus crocheter,E,Gordonia phage Crocheter,,,MN585996,NC_048825,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,QAU06731.1,48.3,230,105,3,1,217,1,229,2.45e-68,215.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QAU06731.1,major tail protein,Gordonia phage Duffington,295.0,MK376957.1,61343.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus duffington,E,Gordonia phage Duffington,,,MK376957,NC_048750,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,QEQ94328.1,48.3,230,105,3,1,217,1,229,2.45e-68,215.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QEQ94328.1,major tail protein,Gordonia phage Chikenjars,295.0,MN204501.1,61544.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus chikenjars,E,Gordonia phage Chikenjars,,,MN204501,NC_048810,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,QAU06258.1,47.0,230,108,3,1,217,1,229,4.9e-68,214.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QAU06258.1,major tail protein,Gordonia phage Rickmore,295.0,MK376953.1,60218.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus rickmore,E,Gordonia phage Rickmore,,,MK376953,NC_048749,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,ADD80919.1,47.1,223,104,4,1,210,1,222,4.03e-64,204.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,ADD80919.1,head protein,Rhodococcus phage ReqiPepy6,295.0,GU580941.1,76797.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pepyhexavirus,,Pepyhexavirus pepy6,E,Rhodococcus phage ReqiPepy6,,,GU580941,NC_023735,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,AVD99439.1,45.5,220,110,2,1,210,1,220,1.7699999999999999e-62,200.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,AVD99439.1,major tail protein,Streptomyces phage Bing,294.0,MG757154.1,56341.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bingvirus,,Bingvirus bing,E,Streptomyces phage Bing,,,MG757154,NC_042106,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,ADD81027.1,46.2,223,106,4,1,210,1,222,2.57e-62,200.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,ADD81027.1,head protein,Rhodococcus phage ReqiPoco6,295.0,GU580942.1,78064.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pepyhexavirus,,Pepyhexavirus poco6,E,Rhodococcus phage ReqiPoco6,,,GU580942,NC_023694,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,QJD49603.1,41.4,266,150,5,1,262,1,264,5.06e-62,198.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QJD49603.1,major tail protein,Gordonia phage Secretariat,271.0,MT310850.1,57731.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Secretariatvirus,,Secretariatvirus secretariat,E,Gordonia phage Secretariat,,,MT310850,NC_048876,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,QEQ94330.1,41.9,265,148,5,1,261,1,263,6.35e-62,198.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QEQ94330.1,major tail protein,Gordonia phage Chikenjars,267.0,MN204501.1,61544.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus chikenjars,E,Gordonia phage Chikenjars,,,MN204501,NC_048810,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,QAU06733.1,41.9,265,148,5,1,261,1,263,8.99e-62,197.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QAU06733.1,major tail protein,Gordonia phage Duffington,267.0,MK376957.1,61343.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus duffington,E,Gordonia phage Duffington,,,MK376957,NC_048750,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,ASU03930.1,39.6,270,147,4,1,256,1,268,1.4099999999999999e-61,198.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,ASU03930.1,major tail protein,Streptomyces phage DrGrey,294.0,MF467948.1,56076.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Rimavirus,,Rimavirus drgrey,E,Streptomyces phage DrGrey,,,MF467948,NC_042016,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,AOZ64971.1,44.5,220,112,2,1,210,1,220,1.9899999999999998e-61,197.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,AOZ64971.1,major tail protein,Streptomyces phage Rima,294.0,KX670790.2,56168.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Rimavirus,,Rimavirus rima,E,Streptomyces phage Rima,,,KX670790,NC_041889,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_12,ALY08704.1,42.1,209,120,1,1,209,1,208,2.07e-57,186.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,ALY08704.1,major tail protein,Arthrobacter phage Circum,267.0,KU160642.1,58353.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mudcatvirus,,Mudcatvirus circum,E,Arthrobacter phage Circum,,,KU160642,NC_041948,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,ASU03931.1,56.3,176,74,3,5,178,6,180,8.529999999999999e-61,189.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,ASU03931.1,hypothetical protein SEA_DRGREY_18,Streptomyces phage DrGrey,180.0,MF467948.1,56076.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Rimavirus,,Rimavirus drgrey,E,Streptomyces phage DrGrey,,,MF467948,NC_042016,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,AVD99440.1,54.1,181,80,3,1,178,1,181,2.5099999999999997e-60,187.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,AVD99440.1,hypothetical protein SEA_BING_18,Streptomyces phage Bing,181.0,MG757154.1,56341.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bingvirus,,Bingvirus bing,E,Streptomyces phage Bing,,,MG757154,NC_042106,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,AOZ64972.1,53.4,176,79,3,5,178,6,180,1.9800000000000001e-59,185.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,AOZ64972.1,hypothetical protein SEA_RIMA_18,Streptomyces phage Rima,180.0,KX670790.2,56168.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Rimavirus,,Rimavirus rima,E,Streptomyces phage Rima,,,KX670790,NC_041889,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,ALY08617.1,54.1,185,78,3,1,178,1,185,2.32e-59,185.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,ALY08617.1,hypothetical protein CAPNMURICA_17,Arthrobacter phage CaptnMurica,185.0,KU160641.1,58159.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gordonvirus,,Gordonvirus captnmurica,E,Arthrobacter phage CaptnMurica,,,KU160641,NC_041951,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,ATN93662.1,55.8,172,73,2,9,178,10,180,8.02e-59,184.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,ATN93662.1,hypothetical protein SEA_SCAP1_13,Streptomyces phage Scap1,180.0,MF975637.1,43060.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Scapunavirus,,Scapunavirus scap1,E,Streptomyces phage Scap1,,,MF975637,NC_042042,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,ALY08992.1,53.5,185,79,3,1,178,1,185,1.33e-58,183.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,ALY08992.1,hypothetical protein GORDON_17,Arthrobacter phage Gordon,185.0,KU160646.1,58279.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gordonvirus,,Gordonvirus gordon,E,Arthrobacter phage Gordon,,,KU160646,NC_041952,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,QJD49602.1,48.4,190,84,6,1,178,1,188,4.77e-47,154.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QJD49602.1,hypothetical protein SEA_SECRETARIAT_24,Gordonia phage Secretariat,188.0,MT310850.1,57731.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Secretariatvirus,,Secretariatvirus secretariat,E,Gordonia phage Secretariat,,,MT310850,NC_048876,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,ADD81028.1,47.8,186,87,6,1,178,1,184,6e-47,154.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,ADD81028.1,gp030,Rhodococcus phage ReqiPoco6,184.0,GU580942.1,78064.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pepyhexavirus,,Pepyhexavirus poco6,E,Rhodococcus phage ReqiPoco6,,,GU580942,NC_023694,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,QFP94908.1,48.7,193,82,7,1,178,1,191,7.4e-47,154.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QFP94908.1,hypothetical protein SEA_OHMYWARD_26,Gordonia phage OhMyWard,191.0,MN284896.1,60978.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus ohmyward,E,Gordonia phage OhMyWard,,,MN284896,NC_048816,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,ALY08703.1,51.3,158,72,3,26,178,28,185,8.76e-47,153.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,ALY08703.1,hypothetical protein CIRCUM_16,Arthrobacter phage Circum,185.0,KU160642.1,58353.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mudcatvirus,,Mudcatvirus circum,E,Arthrobacter phage Circum,,,KU160642,NC_041948,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,AMM44384.1,51.3,158,72,3,26,178,28,185,2.49e-46,152.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,AMM44384.1,hypothetical protein MUDCAT_16,Arthrobacter phage Mudcat,185.0,KU647628.2,59443.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mudcatvirus,,Mudcatvirus mudcat,E,Arthrobacter phage Mudcat,,,KU647628,NC_031224,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,QAU06732.1,47.1,191,85,5,1,178,1,188,1.1e-45,150.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QAU06732.1,hypothetical protein SEA_DUFFINGTON_26,Gordonia phage Duffington,188.0,MK376957.1,61343.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus duffington,E,Gordonia phage Duffington,,,MK376957,NC_048750,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,QEQ94329.1,47.1,191,85,5,1,178,1,188,1.1e-45,150.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QEQ94329.1,hypothetical protein SEA_CHIKENJARS_26,Gordonia phage Chikenjars,188.0,MN204501.1,61544.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus chikenjars,E,Gordonia phage Chikenjars,,,MN204501,NC_048810,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,ADD80920.1,47.3,186,88,6,1,178,1,184,1.38e-45,150.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,ADD80920.1,gp029,Rhodococcus phage ReqiPepy6,184.0,GU580941.1,76797.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pepyhexavirus,,Pepyhexavirus pepy6,E,Rhodococcus phage ReqiPepy6,,,GU580941,NC_023735,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,QFP95597.1,43.9,187,93,4,2,178,4,188,8.84e-45,148.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QFP95597.1,hypothetical protein SEA_TANIS_23,Gordonia phage Tanis,188.0,MN284904.1,59727.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Tanisvirus,,Tanisvirus tanis,E,Gordonia phage Tanis,,,MN284904,NC_048817,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,QGJ88005.1,43.9,187,93,4,2,178,4,188,1.25e-44,148.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QGJ88005.1,hypothetical protein SEA_AVAZAK_23,Gordonia phage Avazak,188.0,MN585971.1,60278.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Tanisvirus,,Tanisvirus avazak,E,Gordonia phage Avazak,,,MN585971,NC_048822,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,QAU06259.1,46.6,191,86,5,1,178,1,188,2.51e-44,147.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QAU06259.1,hypothetical protein SEA_RICKMORE_24,Gordonia phage Rickmore,188.0,MK376953.1,60218.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus rickmore,E,Gordonia phage Rickmore,,,MK376953,NC_048749,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,QDH85256.1,46.1,191,87,5,1,178,1,188,1.01e-43,145.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QDH85256.1,hypothetical protein SEA_KENOSHA_25,Gordonia phage Kenosha,188.0,MN010761.1,60899.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus kenosha,E,Gordonia phage Kenosha,,,MN010761,NC_048793,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,QGJ89070.1,45.0,191,89,5,1,178,1,188,2.87e-43,144.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QGJ89070.1,hypothetical protein PBI_UNTOUCHABLE_25,Gordonia phage Untouchable,188.0,MN585982.1,61623.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus untouchable,E,Gordonia phage Untouchable,,,MN585982,NC_048823,Complete genome,dsDNA,bacteria
JC39_S2_NODE_1_length_18463_cov_4.914283_13,QGJ90371.1,45.0,191,89,5,1,178,1,188,2.87e-43,144.0,JC39_S2_NODE_1_length_18463_cov_4.914283,18048,QGJ90371.1,hypothetical protein PBI_CROCHETER_25,Gordonia phage Crocheter,188.0,MN585996.1,60531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus crocheter,E,Gordonia phage Crocheter,,,MN585996,NC_048825,Complete genome,dsDNA,bacteria
