qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,sseqid_ID,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,ASR77762.1,87.7,114,14,0,1,114,1,114,1.91e-68,203.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77762.1,hypothetical protein SEA_PEEBS_56,Streptomyces phage Peebs,114.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,AST15288.1,87.7,114,14,0,1,114,1,114,1.91e-68,203.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15288.1,hypothetical protein SEA_SAMISTI12_57,Streptomyces phage Samisti12,114.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,QBP30854.1,87.7,114,14,0,1,114,1,114,1.91e-68,203.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30854.1,tail assembly chaperone,Streptomyces phage EGole,114.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,ASR77322.1,86.8,114,15,0,1,114,1,114,5.48e-68,202.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77322.1,hypothetical protein SEA_NOOTNOOT_53,Streptomyces phage NootNoot,114.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,ASR77543.1,86.8,114,15,0,1,114,1,114,5.48e-68,202.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77543.1,hypothetical protein SEA_PARADIDDLES_53,Streptomyces phage Paradiddles,114.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,QDK02913.1,86.8,114,15,0,1,114,1,114,5.48e-68,202.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02913.1,tail assembly chaperone,Streptomyces phage Braelyn,114.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,AIW02560.1,85.1,114,17,0,1,114,1,114,2.2299999999999998e-67,200.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02560.1,hypothetical protein PBI_JAY2JAY_62,Streptomyces phage Jay2Jay,114.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,QDH93925.1,85.1,114,17,0,1,114,1,114,2.2299999999999998e-67,200.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH93925.1,tail assembly chaperone,Streptomyces phage Evy,114.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,QJD50804.1,86.0,114,16,0,1,114,1,114,3.7e-66,197.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50804.1,tail assembly chaperone,Streptomyces phage Bmoc,114.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,QGH76366.1,88.1,109,13,0,1,109,1,109,1.03e-65,196.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76366.1,hypothetical protein SEA_DAUBENSKI_58,Streptomyces phage Daubenski,113.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,ASR75462.1,84.2,114,18,0,1,114,1,114,4.33e-65,194.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR75462.1,hypothetical protein SEA_MILDRED21_55,Streptomyces phage Mildred21,114.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,AXH66807.1,71.0,107,31,0,1,107,1,107,5.08e-53,164.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH66807.1,tail assembly chaperone,Streptomyces phage StarPlatinum,116.0,MH576965.1,133886.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus StarPlatinum,E,Streptomyces phage StarPlatinum,,,MH576965,NC_048721,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,AXH69584.1,71.0,107,31,0,1,107,1,107,5.08e-53,164.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69584.1,tail assembly chaperone,Streptomyces phage LukeCage,116.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,AXH69922.1,69.2,107,33,0,1,107,1,107,1.19e-51,160.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69922.1,tail assembly chaperone,Streptomyces phage Karimac,116.0,MH590599.1,131909.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Karimac,E,Streptomyces phage Karimac,,,MH590599,NC_048724,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,AYB71081.1,65.3,118,35,2,1,112,1,118,1.7500000000000001e-47,150.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AYB71081.1,tail assembly chaperone,Streptomyces phage Yaboi,120.0,MH727564.1,131250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Yaboi,E,Streptomyces phage Yaboi,,,MH727564,NC_048730,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,AXH67254.1,64.7,116,36,2,1,111,1,116,7.12e-47,149.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH67254.1,tail assembly chaperone,Streptomyces phage Wollford,120.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,AYB70897.1,64.7,102,31,1,1,97,1,102,3.45e-41,137.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AYB70897.1,tail assembly chaperone,Streptomyces phage Yaboi,220.0,MH727564.1,131250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Yaboi,E,Streptomyces phage Yaboi,,,MH727564,NC_048730,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,AYB70897.1,76.4,89,21,0,1,89,132,220,1.27e-41,137.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AYB70897.1,tail assembly chaperone,Streptomyces phage Yaboi,220.0,MH727564.1,131250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Yaboi,E,Streptomyces phage Yaboi,,,MH727564,NC_048730,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,AXH49180.1,52.3,109,46,1,1,103,1,109,1.08e-33,115.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH49180.1,tail assembly chaperone,Streptomyces phage Blueeyedbeauty,116.0,MH536814.1,130473.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus blueeyedbeauty,E,Streptomyces phage Blueeyedbeauty,,,MH536814,NC_048720,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,AXG66155.1,52.3,109,46,2,1,103,1,109,3.09e-33,114.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXG66155.1,tail assembly chaperone,Streptomyces phage Annadreamy,116.0,MH536811.1,125726.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus annadreamy,E,Streptomyces phage Annadreamy,,,MH536811,NC_048719,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,AXQ63310.1,48.7,113,52,1,1,107,1,113,1.25e-32,112.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXQ63310.1,tail assembly chaperone,Streptomyces phage Comrade,116.0,MH651172.1,129015.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus comrade,E,Streptomyces phage Comrade,,,MH651172,NC_048728,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,AVD99234.1,48.7,113,52,1,1,107,1,113,4.1300000000000005e-31,108.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AVD99234.1,hypothetical protein SEA_BILLNYE_32,Streptomyces phage BillNye,116.0,MG757153.1,127084.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Wilnyevirus,,Wilnyevirus billnye,E,Streptomyces phage BillNye,,,MG757153,NC_042105,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,AZU97116.1,47.8,113,53,2,1,107,1,113,4.1300000000000005e-31,108.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AZU97116.1,tail assembly chaperone,Streptomyces phage Gilson,116.0,MK061412.1,128338.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus gilson,E,Streptomyces phage Gilson,,,MK061412,NC_048742,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,ASR75463.1,84.3,89,14,0,1,89,1,89,1.05e-49,154.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR75463.1,hypothetical protein SEA_MILDRED21_56,Streptomyces phage Mildred21,89.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,AIW02561.1,84.3,89,14,0,1,89,1,89,1.22e-48,151.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02561.1,hypothetical protein PBI_JAY2JAY_63,Streptomyces phage Jay2Jay,89.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,QDH93926.1,84.3,89,14,0,1,89,1,89,1.22e-48,151.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH93926.1,tail assembly chaperone,Streptomyces phage Evy,89.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,QDK02914.1,83.1,89,15,0,1,89,1,89,3.51e-48,150.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02914.1,tail assembly chaperone,Streptomyces phage Braelyn,89.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,ASR77323.1,82.0,89,16,0,1,89,1,89,2.03e-47,148.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77323.1,hypothetical protein SEA_NOOTNOOT_54,Streptomyces phage NootNoot,89.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,ASR77544.1,82.0,89,16,0,1,89,1,89,2.03e-47,148.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77544.1,hypothetical protein SEA_PARADIDDLES_54,Streptomyces phage Paradiddles,89.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,QJD50805.1,82.0,89,16,0,1,89,1,89,2.89e-47,147.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50805.1,tail assembly chaperone,Streptomyces phage Bmoc,89.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,AXH69585.1,78.9,90,17,1,1,88,1,90,6.74e-44,139.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69585.1,hypothetical protein SEA_LUKECAGE_59,Streptomyces phage LukeCage,90.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,AXH67417.1,79.8,89,17,1,1,88,1,89,1.88e-43,138.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH67417.1,hypothetical protein SEA_WOFFORD_59,Streptomyces phage Wollford,89.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,AXH69923.1,77.8,90,18,1,1,88,1,90,5.5400000000000006e-43,137.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69923.1,hypothetical protein SEA_KARIMAC_59,Streptomyces phage Karimac,90.0,MH590599.1,131909.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Karimac,E,Streptomyces phage Karimac,,,MH590599,NC_048724,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,ASR77763.1,82.2,73,13,0,17,89,1,73,2.47e-36,119.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77763.1,hypothetical protein SEA_PEEBS_57,Streptomyces phage Peebs,73.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,AST15289.1,82.2,73,13,0,17,89,1,73,2.47e-36,119.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15289.1,hypothetical protein SEA_SAMISTI12_58,Streptomyces phage Samisti12,73.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,QBP30855.1,82.2,73,13,0,17,89,1,73,2.47e-36,119.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30855.1,hypothetical protein SEA_EGOLE_59,Streptomyces phage EGole,73.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,QGH76367.1,79.7,79,15,1,11,89,1,78,4.04e-36,119.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76367.1,hypothetical protein SEA_DAUBENSKI_59,Streptomyces phage Daubenski,78.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,AXH66808.1,76.3,80,17,1,11,88,1,80,1.74e-35,117.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH66808.1,hypothetical protein SEA_STARPLATINUM_60,Streptomyces phage StarPlatinum,80.0,MH576965.1,133886.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus StarPlatinum,E,Streptomyces phage StarPlatinum,,,MH576965,NC_048721,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,AVD99235.1,60.5,86,30,1,4,85,1,86,4.85e-30,104.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AVD99235.1,hypothetical protein SEA_BILLNYE_33,Streptomyces phage BillNye,89.0,MG757153.1,127084.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Wilnyevirus,,Wilnyevirus billnye,E,Streptomyces phage BillNye,,,MG757153,NC_042105,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,AXH49181.1,54.5,88,39,1,1,88,10,96,3.77e-26,94.7,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH49181.1,hypothetical protein SEA_BLUEEYEDBEAUTY_37,Streptomyces phage Blueeyedbeauty,96.0,MH536814.1,130473.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus blueeyedbeauty,E,Streptomyces phage Blueeyedbeauty,,,MH536814,NC_048720,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,AXG66156.1,53.4,88,40,1,1,88,10,96,2.17e-25,92.8,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXG66156.1,hypothetical protein SEA_ANNADREAMY_35,Streptomyces phage Annadreamy,96.0,MH536811.1,125726.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus annadreamy,E,Streptomyces phage Annadreamy,,,MH536811,NC_048719,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,AXQ63311.1,54.8,62,28,0,24,85,1,62,1.89e-18,74.3,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXQ63311.1,hypothetical protein SEA_COMRADE_38,Streptomyces phage Comrade,65.0,MH651172.1,129015.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus comrade,E,Streptomyces phage Comrade,,,MH651172,NC_048728,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,AIW02562.1,74.6,2123,506,10,1,2111,1,2102,0.0,2655.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02562.1,tape measure protein,Streptomyces phage Jay2Jay,2103.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,QDK02915.1,74.0,2119,525,9,1,2111,1,2102,0.0,2620.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02915.1,tape measure protein,Streptomyces phage Braelyn,2103.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,ASR77764.1,74.1,2123,521,10,1,2111,1,2106,0.0,2617.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77764.1,tape measure protein,Streptomyces phage Peebs,2107.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,QBP30856.1,74.0,2121,524,9,1,2111,1,2104,0.0,2615.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30856.1,tape measure protein,Streptomyces phage EGole,2105.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,QDH93927.1,73.9,2115,520,10,9,2111,1,2094,0.0,2605.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH93927.1,tape measure protein,Streptomyces phage Evy,2095.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,AST15290.1,73.7,2123,529,10,1,2111,1,2106,0.0,2596.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15290.1,tape measure protein,Streptomyces phage Samisti12,2107.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,ASR77324.1,73.8,2111,529,9,9,2111,1,2094,0.0,2592.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77324.1,tape measure protein,Streptomyces phage NootNoot,2095.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,ASR77545.1,73.7,2111,531,9,9,2111,1,2094,0.0,2588.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77545.1,tape measure protein,Streptomyces phage Paradiddles,2095.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,AXH69586.1,72.4,2115,565,9,1,2111,1,2101,0.0,2581.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69586.1,tape measure protein,Streptomyces phage LukeCage,2102.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria
