genome_ID	genome_length	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	classified
LN713934.1	4006.0																									1.0
LN896307.1	2425.0																									1.0
LN896308.1	2260.0																									1.0
LN896309.1	1921.0																									1.0
LN896310.1	1373.0																									1.0
LT221868.1	5377.0																									1.0
LT221869.1	2348.0																									1.0
MH223635.1	7217.0																									1.0
MH223636.1	2399.0																									1.0
MH223637.1	1106.0																									1.0
MH223638.1	1342.0																									1.0
MH223639.1	1323.0																									1.0
MH727572.1	7027.0																									1.0
MH727573.1	2245.0																									1.0
MH727574.1	1525.0																									1.0
MH727575.1	1550.0																									1.0
MH727576.1	1716.0																									1.0
MH727577.1	1711.0																									1.0
MH727578.1	1340.0																									1.0
MH727579.1	1709.0																									1.0
MH231406.1	2401.0																									1.0
MH231407.1	2233.0																									1.0
MH231408.1	1963.0																									1.0
MH231409.1	1324.0																									1.0
MK048221.1	632.0																									1.0
MH469731.1	2632.0																									1.0
MH469732.1	2593.0																									1.0
MK035728.1	1005.0																									1.0
MK035729.1	1000.0																									1.0
MK035730.1	994.0																									1.0
MK035731.1	1005.0																									1.0
MK035732.1	1002.0																									1.0
MK035733.1	985.0																									1.0
MK035734.1	995.0																									1.0
MK035735.1	1003.0																									1.0
MH499470.1	1788.0																									1.0
MH499471.2	3606.0																									1.0
MH499472.1	6533.0																									1.0
MK492273.1	8048.0																									1.0
MK492274.1	6427.0																									1.0
MH514011.1	2638.0																									1.0
MH514012.1	2585.0																									1.0
MH822966.1	6494.0																									1.0
MH822967.1	2246.0																									1.0
MH822968.1	2069.0																									1.0
MK039128.1	965.0																									1.0
MK039129.1	958.0																									1.0
MK039130.1	969.0																									1.0
MK039132.1	979.0																									1.0
MK039133.1	963.0																									1.0
MK039134.1	962.0																									1.0
MK039135.1	957.0																									1.0
MH717874.1	6691.0																									1.0
MH717875.1	3266.0																									1.0
MH717876.1	836.0																									1.0
MK524332.1	6490.0																									1.0
MK524333.1	4255.0																									1.0
MK524334.1	1736.0																									1.0
MK524337.1	6371.0																									1.0
MK524338.1	4160.0																									1.0
MK524339.1	1725.0																									1.0
MK524341.1	6477.0																									1.0
MK524342.1	4710.0																									1.0
MK524343.1	1738.0																									1.0
MK524345.1	6430.0																									1.0
MK524346.1	4662.0																									1.0
MK524347.1	1675.0																									1.0
MK524348.1	6354.0																									1.0
MK524349.1	4174.0																									1.0
MK524350.1	1732.0																									1.0
MK558058.1	2612.0																									1.0
MK558059.1	2535.0																									1.0
MK558061.1	2652.0																									1.0
MK558062.1	2627.0																									1.0
MH899120.1	5953.0																									1.0
MH899121.1	3600.0																									1.0
MH880287.1	2372.0																									1.0
MH880288.1	2199.0																									1.0
MH880289.1	1961.0																									1.0
MH880290.1	1588.0																									1.0
MH880291.1	1480.0																									1.0
MH880292.1	960.0																									1.0
MK140653.1	2816.0																									1.0
MK330756.1	6406.0																									1.0
MK330757.1	4185.0																									1.0
MK330758.1	1924.0																									1.0
MK330759.1	6863.0																									1.0
MK330760.1	4550.0																									1.0
MK330761.1	893.0																									1.0
MK330762.1	6836.0																									1.0
MK330763.1	4655.0																									1.0
MK330764.1	1052.0																									1.0
MK330768.1	6423.0																									1.0
MK330769.1	4324.0																									1.0
MK330770.1	1978.0																									1.0
MK330771.2	6418.0																									1.0
MK330772.1	4206.0																									1.0
MK330773.1	1970.0																									1.0
MK103419.1	3527.0																									1.0
MK103420.1	2731.0																									1.0
MK214380.1	3570.0																									1.0
MK214381.1	3189.0																									1.0
MK214382.1	2975.0																									1.0
MK214383.1	2857.0																									1.0
MK584812.1	3625.0																									1.0
MK584813.1	2703.0																									1.0
MK584814.1	2676.0																									1.0
MK584815.1	2505.0																									1.0
MK584816.1	3461.0																									1.0
MK584817.1	3039.0																									1.0
MK584818.1	3096.0																									1.0
MK584819.1	2883.0																									1.0
MK584854.1	6519.0																									1.0
MN062090.1	6474.0																									1.0
MN062091.1	3776.0																									1.0
MN062092.1	1309.0																									1.0
MK609920.1	2470.0																									1.0
MK609921.1	2256.0																									1.0
MK609922.1	2040.0																									1.0
MK609923.1	1298.0																									1.0
MK609924.1	1224.0																									1.0
MK609925.1	1015.0																									1.0
MK609926.1	1003.0																									1.0
MK609927.1	890.0																									1.0
MN119734.1	6901.0																									1.0
MN119735.1	3570.0																									1.0
MN119736.1	1002.0																									1.0
MN013784.1	2635.0																									1.0
MN013785.1	2580.0																									1.0
MN013786.1	2627.0																									1.0
MN013787.1	2599.0																									1.0
MK305894.1	7143.0																									1.0
MK305895.1	2233.0																									1.0
MK305896.1	1259.0																									1.0
MK305897.1	1547.0																									1.0
MK305898.1	1267.0																									1.0
MK305899.1	980.0																									1.0
MK116876.1	2715.0																									1.0
MK728657.1	8061.0																									1.0
MK728658.1	1612.0																									1.0
MK728659.1	1554.0																									1.0
MK728654.1	7951.0																									1.0
MK728655.1	1456.0																									1.0
MK728656.1	1345.0																									1.0
MN168168.1	6916.0																									1.0
MN168169.1	2762.0																									1.0
MN168170.1	2438.0																									1.0
MK165653.1	6447.0																									1.0
MK165654.1	3402.0																									1.0
MK165655.1	1290.0																									1.0
MK468678.1	1859.0																									1.0
MK423207.1	2659.0																									1.0
MK423208.1	2698.0																									1.0
MK602171.1	7079.0																									1.0
MK602172.1	2252.0																									1.0
MK602173.1	1387.0																									1.0
MK602174.1	1514.0																									1.0
MK602175.1	1744.0																									1.0
MK602176.1	1233.0																									1.0
MK602177.1	7100.0																									1.0
MK602178.1	2045.0																									1.0
MK602179.1	1296.0																									1.0
MK602180.1	1543.0																									1.0
MK602181.1	1253.0																									1.0
MK611982.1	6475.0																									1.0
MK611983.1	1950.0																									1.0
MK611984.1	1924.0																									1.0
MK503253.1	6415.0																									1.0
MK503254.1	4101.0																									1.0
MK503255.1	1572.0																									1.0
MK517477.2	5811.0																									1.0
MK517478.2	3643.0																									1.0
MK517479.2	2872.0																									1.0
MK517480.2	1946.0																									1.0
MN053784.1	6680.0																									1.0
MN053785.1	3834.0																									1.0
MN053786.1	1388.0																									1.0
MN092355.1	7223.0																									1.0
MN092356.1	2623.0																									1.0
MN092357.1	1078.0																									1.0
MN163273.1	1694.0																									1.0
MN163274.1	1205.0																									1.0
MK861116.1	6676.0																									1.0
MK861117.1	3244.0																									1.0
MK861118.1	1608.0																									1.0
MK990555.1	6028.0																									1.0
MK990556.1	3646.0																									1.0
MN518737.1	2651.0																									1.0
MN518739.1	2614.0																									1.0
MN532679.1	1939.0																									1.0
MN532680.1	1197.0																									1.0
MN095539.1	2306.0																									1.0
MN095540.1	2193.0																									1.0
MN095541.1	1941.0																									1.0
MN095542.1	1596.0																									1.0
MN095543.1	1480.0																									1.0
MN095544.1	872.0																									1.0
MK757580.1	12215.0																									1.0
MK757581.1	4565.0																									1.0
MK757582.1	2005.0																									1.0
MN044342.1	9495.0																									1.0
MN044343.1	3448.0																									1.0
MN044344.1	2064.0																									1.0
MN044345.1	1891.0																									1.0
MK804171.1	8753.0																									1.0
MK804172.1	4793.0																									1.0
MN313660.1	2678.0																									1.0
MN313661.1	2752.0																									1.0
MN313666.1	2752.0																									1.0
MN313667.1	2804.0																									1.0
MN313668.1	2760.0																									1.0
MN313669.1	2794.0																									1.0
MN513374.1	1040.0																									1.0
MN513375.1	2095.0																									1.0
MN513376.1	6596.0																									1.0
MN510769.1	6372.0																									1.0
MN510770.1	3804.0																									1.0
MN510771.1	2435.0																									1.0
MN625832.1	3552.0																									1.0
MN625833.1	3191.0																									1.0
MN625834.1	2879.0																									1.0
MN625835.1	2760.0																									1.0
MN385573.1	7109.0																									1.0
MN385574.1	2054.0																									1.0
MN385575.1	1360.0																									1.0
MN385576.1	1349.0																									1.0
MN385577.1	7120.0																									1.0
MN385578.1	2089.0																									1.0
MN385579.1	1316.0																									1.0
MN385580.1	1154.0																									1.0
MN548097.1	3446.0																									1.0
MN661047.1	3490.0																									1.0
MN661048.1	3166.0																									1.0
MN661050.1	3063.0																									1.0
MN661021.1	6428.0																									1.0
MN661022.1	2001.0																									1.0
MN661023.1	2538.0																									1.0
MN661012.1	7394.0																									1.0
MN661013.1	1492.0																									1.0
MN661014.1	1931.0																									1.0
MK935152.1	7284.0																									1.0
MK935153.1	3369.0																									1.0
MN557024.1	1246.0																									1.0
MN557025.1	1474.0																									1.0
MN557026.1	1297.0																									1.0
MN557027.1	1335.0																									1.0
MN557028.1	1155.0																									1.0
MN746033.1	2611.0																									1.0
MN419243.1	2579.0																									1.0
MN567048.1	3560.0																									1.0
MN567049.1	3578.0																									1.0
MN567050.1	2223.0																									1.0
MN567061.1	3598.0																									1.0
MN567062.1	5961.0																									1.0
MK430076.1	1316.0																									1.0
MK430077.2	1320.0																									1.0
MK430078.1	1309.0																									1.0
MK883756.1	1302.0																									1.0
MK883758.1	3355.0																									1.0
MK883760.1	6465.0																									1.0
MN158325.1	2613.0																									1.0
MN158326.1	2566.0																									1.0
MN145942.1	2659.0																									1.0
MN145943.1	2609.0																									1.0
MN147863.1	2605.0																									1.0
MN147864.1	2625.0																									1.0
MN520751.1	6689.0																									1.0
MN520752.1	1664.0																									1.0
MN520753.1	1208.0																									1.0
MN520754.1	7254.0																									1.0
MN520755.1	2434.0																									1.0
MN520756.1	1149.0																									1.0
MN520757.1	7251.0																									1.0
MN520758.1	2477.0																									1.0
MN520759.1	1039.0																									1.0
MN982384.1	4361.0																									1.0
MN982385.1	1458.0																									1.0
MN982386.1	7740.0																									1.0
MT112174.1	7047.0																									1.0
MT112175.1	2268.0																									1.0
MT112176.1	1557.0																									1.0
MT112177.1	1657.0																									1.0
MT112178.1	1269.0																									1.0
MN295964.1	3518.0																									1.0
MN295965.1	2796.0																									1.0
MN295966.1	2779.0																									1.0
MN295967.1	2569.0																									1.0
MN414067.1	2572.0																									1.0
MN414068.1	2522.0																									1.0
MN809923.1	6128.0																									1.0
MN809924.1	4161.0																									1.0
MN837498.1	5969.0																									1.0
MN837499.1	3762.0																									1.0
MN241407.1	2281.0																									1.0
MN241408.1	2172.0																									1.0
MN241409.1	2115.0																									1.0
MN241410.1	2117.0																									1.0
MN241411.1	1980.0																									1.0
MN241412.1	1496.0																									1.0
MN241413.1	1022.0																									1.0
MN241414.1	792.0																									1.0
MN163121.1	6344.0																									1.0
MN163122.1	4193.0																									1.0
MN163123.1	1670.0																									1.0
MN585278.1	6510.0																									1.0
MT319109.1	3160.0																									1.0
MT319110.1	2493.0																									1.0
MT319111.1	2529.0																									1.0
MK896466.1	1630.0																									1.0
MK896467.1	4753.0																									1.0
MK896468.1	12157.0																									1.0
MT498812.1	8529.0																									1.0
MT498813.1	2202.0																									1.0
MT498814.1	855.0																									1.0
MT498815.1	942.0																									1.0
MT498816.1	6660.0																									1.0
MT498817.1	810.0																									1.0
MT498818.1	3720.0																									1.0
MT353902.1	7396.0																									1.0
MT353903.1	2250.0																									1.0
MT353904.1	1665.0																									1.0
MT153384.1	1054.0																									1.0
MT153396.1	1611.0																									1.0
MT153420.1	7043.0																									1.0
MT153459.1	1708.0																									1.0
MT153468.1	3943.0																									1.0
MT153483.1	1646.0																									1.0
MT153494.1	2182.0																									1.0
MT153506.1	8463.0																									1.0
MT153521.1	2483.0																									1.0
MT153542.1	6583.0																									1.0
MT153362.1	6063.0																									1.0
MT153364.1	6861.0																									1.0
MT153439.1	4251.0																									1.0
MT153554.1	12550.0																									1.0
MN792651.1	11943.0																									1.0
MN792652.1	4077.0																									1.0
MN792653.1	1452.0																									1.0
MN972594.1	12024.0																									1.0
MN972595.1	4374.0																									1.0
MN972596.1	1458.0																									1.0
MT270825.1	6380.0																									1.0
MT270826.1	4251.0																									1.0
MT270827.1	1874.0																									1.0
MT270828.1	6366.0																									1.0
MT270829.1	4233.0																									1.0
MT270830.1	1715.0																									1.0
MT270831.1	6369.0																									1.0
MT270832.1	4238.0																									1.0
MT270833.1	1835.0																									1.0
MT270834.1	6472.0																									1.0
MT270835.1	4194.0																									1.0
MT270836.1	1722.0																									1.0
MT188505.1	1168.0																									1.0
MT188506.1	1091.0																									1.0
MT188508.1	1695.0																									1.0
MT188509.1	1726.0																									1.0
MN651699.1	683.0																									1.0
MT130415.1	2241.0																									1.0
MT130416.1	2049.0																									1.0
MT879190.1	7074.0																									1.0
MT879191.1	2289.0																									1.0
MT879192.1	1525.0																									1.0
MT879193.1	1533.0																									1.0
MT879194.1	1825.0																									1.0
MT879195.1	1179.0																									1.0
MW039262.1	6855.0																									1.0
MW039263.1	4301.0																									1.0
MW039264.1	1529.0																									1.0
MT507290.1	7186.0																									1.0
MT507291.1	4460.0																									1.0
MT774252.1	512.0																									1.0
MT774253.1	2413.0																									1.0
MT774254.1	2410.0																									1.0
MT774255.1	2390.0																									1.0
MT774256.1	1738.0																									1.0
MT774257.1	1614.0																									1.0
MT774258.1	902.0																									1.0
MT774259.1	520.0																									1.0
MT472637.1	8382.0																									1.0
MT472638.1	4411.0																									1.0
MW281483.1	9047.0																									1.0
MW434675.1	2177.0																									1.0
MW434690.1	2096.0																									1.0
MW434703.1	6393.0																									1.0
MW434632.1	2089.0																									1.0
MW434660.1	6614.0																									1.0
MW548506.1	9096.0																									1.0
MW289235.1	7298.0																									1.0
MW289236.1	4263.0																									1.0
MZ065536.1	7187.0																									1.0
MZ065540.1	7216.0																									1.0
MZ065537.1	3374.0																									1.0
MZ065541.1	3421.0																									1.0
LT608395.1	7338.0																									1.0
LT608396.1	4630.0																									1.0
DU4_S6_NODE_39_length_6792_cov_5.501415																										0.0
GL1_S12_NODE_327_length_5173_cov_2.346743																										0.0
DO5_S11_NODE_327_length_6075_cov_3.311437																										0.0
HI3_S9_NODE_17_length_5790_cov_2.986697																										0.0
JC42_S11_NODE_149_length_9691_cov_6.032453																										0.0
JC39_S2_NODE_4_length_13739_cov_9.515664																										0.0
AH4_S17_NODE_67_length_7833_cov_8.000774																										0.0
CR6_S4_NODE_41_length_5364_cov_3.386041																										0.0
CF2_S20_NODE_1_length_26932_cov_4.863526																										0.0
CR10_S3_NODE_5_length_30729_cov_7.155455																										0.0
GL2_S15_NODE_22_length_5495_cov_2.724991																										0.0
JC116_S10_NODE_14_length_16684_cov_7.525260																										0.0
CG4_S11_NODE_35_length_5306_cov_3.837063																										0.0
JC108_S18_NODE_15_length_6339_cov_4.022996																										0.0
DO5_S11_NODE_15_length_13871_cov_9.848702																										0.0
DU2_S5_NODE_561_length_7174_cov_5.831619																										0.0
CD4_S1_NODE_9_length_8994_cov_4.967029																										0.0
CG4_S11_NODE_9_length_8650_cov_4.144524																										0.0
DU3_S16_NODE_2_length_17128_cov_4.301038																										0.0
JC20_S1_NODE_22_length_5218_cov_3.221747																										0.0
CG4_S11_NODE_26_length_5849_cov_4.678101																										0.0
BG19_S6_NODE_9_length_7082_cov_2.876945																										0.0
CR22_S18_NODE_37_length_6509_cov_2.884639																										0.0
JC39_S2_NODE_8_length_10329_cov_6.912407																										0.0
JC42_S11_NODE_141_length_9951_cov_51.305752																										0.0
DO5_S11_NODE_299_length_6264_cov_6.701956																										0.0
CF1_S20_NODE_15_length_6484_cov_7.160450																										0.0
HI2_S5_NODE_69_length_10258_cov_3.186131																										0.0
JC42_S11_NODE_23_length_17865_cov_6.877333																										0.0
BL2_S3_NODE_13_length_8889_cov_16.066273																										0.0
CR19_S18_NODE_12_length_7826_cov_10.057298																										0.0
BL2_S3_NODE_19_length_7693_cov_38.081670																										0.0
DU3_S16_NODE_11_length_6536_cov_5.399597																										0.0
GL2_S15_NODE_3_length_14973_cov_5.246912																										0.0
CG4_S11_NODE_11_length_7891_cov_3.692475																										0.0
GL1_S12_NODE_339_length_5084_cov_2.359696																										0.0
CR15_S8_NODE_1_length_20025_cov_14.176108																										0.0
MO54A_S8_NODE_1_length_5631_cov_2.931221																										0.0
BA3_S14_NODE_1_length_39249_cov_4.657613																										0.0
DU2_S5_NODE_473_length_7775_cov_4.749805																										0.0
CR10_S3_NODE_13_length_9617_cov_179.154822																										0.0
DU2_S5_NODE_565_length_7146_cov_5.385486																										0.0
BA3_S14_NODE_14_length_5814_cov_2.870838																										0.0
DU3_S16_NODE_17_length_5172_cov_3.632385																										0.0
AH4_S17_NODE_37_length_9006_cov_13.659312																										0.0
BA3_S14_NODE_6_length_10816_cov_4.388770																										0.0
DU2_S5_NODE_983_length_5477_cov_4.740000																										0.0
CL45B_S18_NODE_17_length_5483_cov_3.773955																										0.0
DO26_S4_NODE_384_length_5727_cov_3.514867																										0.0
CR15_S8_NODE_18_length_6934_cov_5.936270																										0.0
BC2_S2_NODE_1_length_59166_cov_57.999746																										0.0
DO20_S19_NODE_230_length_8821_cov_4.124314																										0.0
AH3_S4_NODE_10_length_6274_cov_4.735840																										0.0
DO5_S11_NODE_2_length_51503_cov_6.622798																										0.0
GL2_S15_NODE_20_length_5500_cov_4.405311																										0.0
DO20_S19_NODE_526_length_5655_cov_3.298315																										0.0
JC116_S10_NODE_135_length_7049_cov_4.433448																										0.0
JC20_S1_NODE_2_length_18542_cov_18.530517																										0.0
DU2_S5_NODE_415_length_8174_cov_4.676300																										0.0
GR35_S18_NODE_5_length_9498_cov_5.534550																										0.0
DO5_S11_NODE_18_length_13196_cov_3.933608																										0.0
DO5_S11_NODE_158_length_7491_cov_3.872538																										0.0
DO5_S11_NODE_228_length_6651_cov_3.124582																										0.0
CR10_S3_NODE_82_length_5380_cov_3.372054																										0.0
LY96_S16_NODE_118_length_5446_cov_4.457441																										0.0
BG24_S1_NODE_5_length_7098_cov_4.053411																										0.0
AH3_S4_NODE_8_length_6914_cov_3.412169																										0.0
AH4_S17_NODE_152_length_5661_cov_2.448961																										0.0
CR15_S8_NODE_26_length_6289_cov_15.183999																										0.0
CF1_S20_NODE_16_length_5931_cov_9.780492																										0.0
CL45B_S18_NODE_1_length_22447_cov_5.094725																										0.0
CL51A_S10_NODE_11_length_6881_cov_3.544533																										0.0
DO5_S11_NODE_303_length_6240_cov_3.914976																										0.0
BL1_S19_NODE_21_length_5800_cov_19.765857																										0.0
CF2_S20_NODE_15_length_6525_cov_18.076613																										0.0
CR22_S18_NODE_52_length_5987_cov_16.692555																										0.0
DU2_S5_NODE_320_length_9031_cov_4.428970																										0.0
DU2_S5_NODE_924_length_5606_cov_10.401519																										0.0
DU4_S6_NODE_10_length_26106_cov_12.307811																										0.0
HS4_S10_NODE_343_length_7338_cov_7.116788																										0.0
JC39_S2_NODE_3_length_14471_cov_6.143115																										0.0
LY96_S16_NODE_22_length_9943_cov_7.700993																										0.0
AH3_S4_NODE_9_length_6595_cov_3.656183																										0.0
DO5_S11_NODE_316_length_6150_cov_2.893298																										0.0
DU2_S5_NODE_247_length_9872_cov_4.183971																										0.0
JC33_S16_NODE_27_length_5600_cov_4.991852																										0.0
JC39_S2_NODE_6_length_10930_cov_30.223717																										0.0
LY76_S15_NODE_11_length_5821_cov_3.351149																										0.0
JC108_S18_NODE_2_length_11901_cov_15.173292																										0.0
CR10_S3_NODE_27_length_7970_cov_5.140251																										0.0
HS4_S10_NODE_571_length_5562_cov_3.503008																										0.0
HI2_S5_NODE_184_length_6452_cov_3.107451																										0.0
JC116_S10_NODE_35_length_12573_cov_3.739277																										0.0
CD1_S6_NODE_15_length_5695_cov_20.653257																										0.0
CF1_S20_NODE_10_length_7059_cov_5.718562																										0.0
DU4_S6_NODE_47_length_6348_cov_4.983735																										0.0
GL2_S15_NODE_1_length_45468_cov_7.980899																										0.0
DU2_S5_NODE_1195_length_5040_cov_16.117872																										0.0
DO26_S4_NODE_303_length_6288_cov_5.135888																										0.0
LY84_S9_NODE_5_length_40163_cov_6.459238																										0.0
CG4_S11_NODE_6_length_13745_cov_4.953761																										0.0
DU2_S5_NODE_950_length_5538_cov_4.047977																										0.0
DU2_S5_NODE_850_length_5826_cov_10.039833																										0.0
JC116_S10_NODE_125_length_7252_cov_3.095470																										0.0
JC108_S18_NODE_23_length_5378_cov_3.793058																										0.0
DO20_S19_NODE_345_length_6914_cov_5.388182																										0.0
CL51A_S10_NODE_7_length_8453_cov_2.689231																										0.0
CF2_S20_NODE_5_length_13342_cov_4.478930																										0.0
BA3_S14_NODE_4_length_16627_cov_4.828761																										0.0
JC42_S11_NODE_539_length_5654_cov_4.037655																										0.0
CR15_S8_NODE_3_length_16007_cov_3.601569																										0.0
DO26_S4_NODE_14_length_15177_cov_3.684768																										0.0
GR35_S18_NODE_21_length_5237_cov_5.982752																										0.0
GL2_S15_NODE_2_length_37946_cov_6.338852																										0.0
DU2_S5_NODE_739_length_6316_cov_4.265107																										0.0
JC108_S18_NODE_21_length_5496_cov_3.689980																										0.0
DO26_S4_NODE_493_length_5070_cov_3.361306																										0.0
BL2_S3_NODE_48_length_5325_cov_13.640053																										0.0
JC135_S2_NODE_29_length_11722_cov_4.488536																										0.0
CR6_S4_NODE_31_length_5692_cov_5.239181																										0.0
DO26_S4_NODE_501_length_5032_cov_4.013522																										0.0
JC108_S18_NODE_19_length_5648_cov_3.631484																										0.0
JC42_S11_NODE_544_length_5619_cov_7.025081																										0.0
CD5_S10_NODE_1_length_11749_cov_29.303890																										0.0
GR134_S6_NODE_8_length_7094_cov_5.415990																										0.0
DO20_S19_NODE_636_length_5089_cov_3.577614																										0.0
HI3_S9_NODE_24_length_5144_cov_4.182948																										0.0
HN6_S18_NODE_1_length_41197_cov_7.064786																										0.0
CL29_S7_NODE_2_length_14801_cov_29.733496																										0.0
CR22_S18_NODE_65_length_5801_cov_2.770266																										0.0
DU4_S6_NODE_1_length_131420_cov_28.973177																										0.0
CR22_S18_NODE_11_length_8169_cov_3.539792																										0.0
DU2_S5_NODE_562_length_7166_cov_4.298350																										0.0
JC30_S16_NODE_2_length_15006_cov_12.204769																										0.0
LY84_S9_NODE_6_length_29117_cov_13.801928																										0.0
DU3_S16_NODE_13_length_5674_cov_4.996963																										0.0
CR22_S18_NODE_116_length_5153_cov_4.346927																										0.0
DU4_S6_NODE_38_length_6834_cov_4.718958																										0.0
GL1_S12_NODE_268_length_5938_cov_3.485241																										0.0
CG4_S11_NODE_37_length_5263_cov_3.654069																										0.0
BL4_S19_NODE_22_length_5996_cov_3.717520																										0.0
OP11_S8_NODE_3_length_8422_cov_7.820371																										0.0
CD4_S1_NODE_21_length_5430_cov_4.139735																										0.0
JC116_S10_NODE_192_length_6101_cov_3.736554																										0.0
BK2_S4_NODE_15_length_5034_cov_4.055074																										0.0
HS4_S10_NODE_347_length_7321_cov_3.533269																										0.0
CL51A_S10_NODE_8_length_8366_cov_3.605139																										0.0
DU4_S6_NODE_2_length_59917_cov_9.831634																										0.0
GL1_S12_NODE_160_length_7987_cov_3.113906																										0.0
AT10B_S2_NODE_7_length_7116_cov_3.237250																										0.0
DO26_S4_NODE_152_length_8157_cov_3.651856																										0.0
HS4_S10_NODE_215_length_9240_cov_3.961803																										0.0
CG4_S11_NODE_8_length_9416_cov_20.951173																										0.0
CL29_S7_NODE_10_length_9740_cov_4.207699																										0.0
DU2_S5_NODE_791_length_6064_cov_10.201269																										0.0
LY84_S9_NODE_20_length_7595_cov_3.511572																										0.0
GR134_S6_NODE_11_length_5016_cov_5.616117																										0.0
CG2_S9_NODE_18_length_6655_cov_4.859684																										0.0
DU3_S16_NODE_14_length_5526_cov_4.263902																										0.0
JC116_S10_NODE_184_length_6276_cov_4.526214																										0.0
DU2_S5_NODE_1084_length_5250_cov_4.517881																										0.0
DU2_S5_NODE_826_length_5938_cov_6.944890																										0.0
CD5_S10_NODE_2_length_9379_cov_5.041389																										0.0
CL29_S7_NODE_31_length_5434_cov_6.910024																										0.0
JC135_S2_NODE_167_length_6423_cov_3.582729																										0.0
DO5_S11_NODE_63_length_9598_cov_11.033925																										0.0
DU2_S5_NODE_1036_length_5348_cov_3.913109																										0.0
JC20_S1_NODE_3_length_13275_cov_14.978103																										0.0
CR10_S3_NODE_85_length_5332_cov_10.098763																										0.0
JC42_S11_NODE_422_length_6333_cov_5.394821																										0.0
DO5_S11_NODE_476_length_5497_cov_2.976199																										0.0
JC39_S2_NODE_1_length_18463_cov_4.914283																										0.0
DO5_S11_NODE_502_length_5388_cov_6.282809																										0.0
CD1_S6_NODE_3_length_21495_cov_3.901438																										0.0
CR15_S8_NODE_23_length_6332_cov_6.174740																										0.0
DO26_S4_NODE_83_length_10008_cov_7.843822																										0.0
DU4_S6_NODE_6_length_31095_cov_11.425753																										0.0
JC42_S11_NODE_576_length_5455_cov_4.899405																										0.0
JC30_S16_NODE_7_length_6069_cov_7.854139																										0.0
JC42_S11_NODE_304_length_7219_cov_5.965276																										0.0
BL4_S19_NODE_50_length_5096_cov_2.962742																										0.0
JC39_S2_NODE_45_length_5038_cov_4.740778																										0.0
DO20_S19_NODE_437_length_6210_cov_4.117235																										0.0
CF1_S20_NODE_5_length_9482_cov_9.311430																										0.0
BA1_S19_NODE_1_length_13943_cov_3.246214																										0.0
HS4_S10_NODE_379_length_6895_cov_3.737313																										0.0
CG5_S8_NODE_4_length_5528_cov_2.179784																										0.0
CF1_S20_NODE_14_length_6496_cov_6.530145																										0.0
CD1_S6_NODE_8_length_6787_cov_86.705067																										0.0
DO25_S13_NODE_22_length_6648_cov_3.616801																										0.0
LY96_S16_NODE_71_length_6361_cov_6.321929																										0.0
CL51A_S10_NODE_2_length_23795_cov_4.979678																										0.0
HS7_S15_NODE_5_length_7201_cov_4.628860																										0.0
CF2_S20_NODE_4_length_13774_cov_4.264510																										0.0
CA1_S1_NODE_1_length_54830_cov_6.644841																										0.0
DO20_S19_NODE_630_length_5113_cov_4.082010																										0.0
DU2_S5_NODE_1079_length_5257_cov_4.443243																										0.0
DU2_S5_NODE_527_length_7379_cov_4.568611																										0.0
DU2_S5_NODE_749_length_6243_cov_4.492540																										0.0
HS17_S19_NODE_8_length_9046_cov_5.400602																										0.0
DO26_S4_NODE_55_length_11292_cov_3.707089																										0.0
HS4_S10_NODE_521_length_5925_cov_4.105848																										0.0
JC108_S18_NODE_18_length_5653_cov_2.810079																										0.0
DO5_S11_NODE_152_length_7589_cov_3.689430																										0.0
DO5_S11_NODE_27_length_12012_cov_4.632090																										0.0
DU2_S5_NODE_64_length_15510_cov_5.474762																										0.0
JC108_S18_NODE_22_length_5475_cov_14.348833																										0.0
HS17_S19_NODE_7_length_11668_cov_6.129497																										0.0
HI2_S5_NODE_167_length_6802_cov_3.008625																										0.0
DU2_S5_NODE_4_length_28329_cov_43.692836																										0.0
LY84_S9_NODE_3_length_58866_cov_21.534726																										0.0
HS4_S10_NODE_458_length_6337_cov_3.196805																										0.0
CD2_S15_NODE_22_length_6698_cov_50.913004																										0.0
CG2_S9_NODE_16_length_7083_cov_6.219526																										0.0
CR22_S18_NODE_22_length_7265_cov_3.735392																										0.0
LY84_S9_NODE_21_length_7342_cov_3.442533																										0.0
DU2_S5_NODE_57_length_16273_cov_6.127130																										0.0
JC42_S11_NODE_187_length_8744_cov_11.861659																										0.0
DO5_S11_NODE_533_length_5297_cov_3.416475																										0.0
CD1_S6_NODE_5_length_10820_cov_3.842130																										0.0
JC33_S16_NODE_19_length_6206_cov_18.523250																										0.0
CL51A_S10_NODE_13_length_6467_cov_3.346792																										0.0
JC19_S7_NODE_9_length_5270_cov_3.047757																										0.0
CR19_S18_NODE_6_length_9395_cov_9.497424																										0.0
HI3_S9_NODE_9_length_9276_cov_4.713338																										0.0
BC2_S2_NODE_8_length_5239_cov_3.019760																										0.0
CR10_S3_NODE_107_length_5076_cov_11.039808																										0.0
DO20_S19_NODE_595_length_5264_cov_3.057259																										0.0
DO5_S11_NODE_183_length_7176_cov_3.440203																										0.0
