qseqid_ID,sseqid_ID,conserved_AA_#,qseqid_genome_length,sseqid_genome_length,length,Class,Exemplar or additional isolate,Family,Genome composition,Genome coverage,Genus,Host source,Kingdom,Order,Phylum,Realm,Species,Subclass,Subfamily,Subgenus,Subkingdom,Suborder,Subphylum,Subrealm,Virus GENBANK accession,Virus REFSEQ accession,Virus isolate designation,Virus name abbreviation(s),Virus name(s),bitscore,definition,evalue,gapopen,genome_ncbi_acc,mismatch,pident,protein_length,qend,qseqid,qstart,send,sseqid,sstart,virus
AT10B_S2_NODE_1_length_122269_cov_11,ASR77893.1,54.038000000000004,103329.0,133047.0,82.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,105.0,hypothetical protein SEA_PEEBS_234,8.200000000000001e-31,1,MF347638.1,26,65.9,80.0,82,AT10B_S2_NODE_1_length_122269_cov_11.242561_117,1,80,ASR77893.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77892.1,40.982,103329.0,133047.0,62.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,80.9,hypothetical protein SEA_PEEBS_233,3.44e-21,0,MF347638.1,21,66.1,92.0,62,AT10B_S2_NODE_1_length_122269_cov_11.242561_116,1,92,ASR77892.1,31,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77891.1,158.979,103329.0,133047.0,197.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,323.0,hypothetical protein SEA_PEEBS_232,2.4499999999999999e-113,1,MF347638.1,37,80.7,203.0,197,AT10B_S2_NODE_1_length_122269_cov_11.242561_115,1,196,ASR77891.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77890.1,20.006999999999998,103329.0,133047.0,39.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,42.4,hypothetical protein SEA_PEEBS_231,6.81e-06,0,MF347638.1,19,51.3,78.0,41,AT10B_S2_NODE_1_length_122269_cov_11.242561_114,3,42,ASR77890.1,4,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77888.1,43.992,103329.0,133047.0,72.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,103.0,hypothetical protein SEA_PEEBS_228,3.7199999999999995e-30,0,MF347638.1,28,61.1,79.0,72,AT10B_S2_NODE_1_length_122269_cov_11.242561_110,1,79,ASR77888.1,8,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77887.1,53.991,103329.0,133047.0,63.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,120.0,hypothetical protein SEA_PEEBS_227,3.36e-37,0,MF347638.1,9,85.7,65.0,63,AT10B_S2_NODE_1_length_122269_cov_11.242561_109,1,65,ASR77887.1,3,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77886.1,93.024,103329.0,133047.0,96.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,186.0,hypothetical protein SEA_PEEBS_226,3.81e-62,0,MF347638.1,3,96.9,101.0,96,AT10B_S2_NODE_1_length_122269_cov_11.242561_108,1,96,ASR77886.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77885.1,94.96200000000002,103329.0,133047.0,133.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,183.0,hypothetical protein SEA_PEEBS_225,6.38e-60,0,MF347638.1,38,71.4,133.0,133,AT10B_S2_NODE_1_length_122269_cov_11.242561_107,1,133,ASR77885.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77884.1,60.024,103329.0,133047.0,82.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,122.0,hypothetical protein SEA_PEEBS_224,2.06e-37,0,MF347638.1,22,73.2,82.0,82,AT10B_S2_NODE_1_length_122269_cov_11.242561_106,1,82,ASR77884.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77883.1,63.004000000000005,103329.0,133047.0,76.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,137.0,hypothetical protein SEA_PEEBS_223,2.1500000000000002e-43,0,MF347638.1,13,82.9,76.0,76,AT10B_S2_NODE_1_length_122269_cov_11.242561_105,1,76,ASR77883.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77882.1,26.011,103329.0,133047.0,37.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,57.8,hypothetical protein SEA_PEEBS_222,1.23e-12,0,MF347638.1,11,70.3,37.0,61,AT10B_S2_NODE_1_length_122269_cov_11.242561_104,25,37,ASR77882.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77881.1,79.96799999999999,103329.0,133047.0,98.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,167.0,hypothetical protein SEA_PEEBS_221,7.28e-55,0,MF347638.1,18,81.6,102.0,98,AT10B_S2_NODE_1_length_122269_cov_11.242561_103,1,98,ASR77881.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77880.1,87.006,103329.0,133047.0,102.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,193.0,WhiB family transcription factor,5.17e-65,0,MF347638.1,15,85.3,102.0,102,AT10B_S2_NODE_1_length_122269_cov_11.242561_102,1,102,ASR77880.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77877.1,223.012,103329.0,133047.0,254.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,499.0,phosphoesterase,3.6600000000000004e-181,1,MF347638.1,29,87.8,255.0,256,AT10B_S2_NODE_1_length_122269_cov_11.242561_99,3,253,ASR77877.1,2,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77876.1,226.02300000000002,103329.0,133047.0,329.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,439.0,rIIB-like protein,5.13e-155,3,MF347638.1,94,68.7,321.0,328,AT10B_S2_NODE_1_length_122269_cov_11.242561_98,1,321,ASR77876.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77875.1,427.99,103329.0,133047.0,635.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,873.0,hypothetical protein SEA_PEEBS_215,3.98e-316,1,MF347638.1,204,67.4,636.0,632,AT10B_S2_NODE_1_length_122269_cov_11.242561_97,1,635,ASR77875.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77874.1,77.04499999999999,103329.0,133047.0,95.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,166.0,deoxycytidylate deaminase,2.3099999999999997e-54,0,MF347638.1,18,81.1,96.0,103,AT10B_S2_NODE_1_length_122269_cov_11.242561_92,9,95,ASR77874.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77872.1,97.0,103329.0,133047.0,125.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,204.0,hypothetical protein SEA_PEEBS_212,2.5399999999999997e-68,0,MF347638.1,28,77.6,129.0,131,AT10B_S2_NODE_1_length_122269_cov_11.242561_90,7,125,ASR77872.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77869.1,55.979000000000006,103329.0,133047.0,77.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,116.0,hypothetical protein SEA_PEEBS_209,3.2200000000000003e-35,1,MF347638.1,18,72.7,86.0,74,AT10B_S2_NODE_1_length_122269_cov_11.242561_87,1,77,ASR77869.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77868.1,76.962,103329.0,133047.0,127.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,144.0,hypothetical protein SEA_PEEBS_208,1.09e-44,3,MF347638.1,42,60.6,119.0,127,AT10B_S2_NODE_1_length_122269_cov_11.242561_85,1,119,ASR77868.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77867.1,30.0,103329.0,133047.0,48.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,62.8,hypothetical protein SEA_PEEBS_206,3.54e-14,1,MF347638.1,17,62.5,67.0,61,AT10B_S2_NODE_1_length_122269_cov_11.242561_83,15,51,ASR77867.1,4,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77861.1,31.992,103329.0,133047.0,62.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,57.4,hypothetical protein SEA_PEEBS_196,9.61e-11,2,MF347638.1,27,51.6,158.0,59,AT10B_S2_NODE_1_length_122269_cov_11.242561_82,1,62,ASR77861.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77859.1,219.92399999999998,103329.0,133047.0,298.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,453.0,polynucleotide kinase,2.71e-161,0,MF347638.1,78,73.8,301.0,299,AT10B_S2_NODE_1_length_122269_cov_11.242561_79,2,301,ASR77859.1,4,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77857.1,26.009999999999998,103329.0,133047.0,45.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,59.7,hypothetical protein SEA_PEEBS_192,1.27e-13,0,MF347638.1,19,57.8,45.0,45,AT10B_S2_NODE_1_length_122269_cov_11.242561_77,1,45,ASR77857.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77856.1,274.065,103329.0,133047.0,363.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,556.0,RNA ligase,4.6200000000000005e-200,1,MF347638.1,79,75.5,366.0,353,AT10B_S2_NODE_1_length_122269_cov_11.242561_76,1,363,ASR77856.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77855.1,68.03999999999999,103329.0,133047.0,84.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,149.0,hypothetical protein SEA_PEEBS_190,4.54e-48,0,MF347638.1,16,81.0,90.0,84,AT10B_S2_NODE_1_length_122269_cov_11.242561_74,1,87,ASR77855.1,4,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77853.1,72.96,103329.0,133047.0,95.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,161.0,hypothetical protein SEA_PEEBS_188,1.3199999999999998e-52,1,MF347638.1,20,76.8,95.0,93,AT10B_S2_NODE_1_length_122269_cov_11.242561_73,1,95,ASR77853.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77845.1,93.93900000000001,103329.0,133047.0,181.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,187.0,DnaQ-like DNA polymerase III subunit,2.96e-60,1,MF347638.1,82,51.9,185.0,176,AT10B_S2_NODE_1_length_122269_cov_11.242561_69,1,181,ASR77845.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77844.1,59.983000000000004,103329.0,133047.0,77.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,122.0,hypothetical protein SEA_PEEBS_177,9.799999999999999e-38,1,MF347638.1,16,77.9,77.0,76,AT10B_S2_NODE_1_length_122269_cov_11.242561_68,1,77,ASR77844.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77842.1,60.98800000000001,103329.0,133047.0,79.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,134.0,hypothetical protein SEA_PEEBS_171,9.98e-42,0,MF347638.1,18,77.2,79.0,99,AT10B_S2_NODE_1_length_122269_cov_11.242561_67,21,79,ASR77842.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77840.1,59.013000000000005,103329.0,133047.0,79.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,121.0,hypothetical protein SEA_PEEBS_165,1.82e-36,1,MF347638.1,18,74.7,80.0,120,AT10B_S2_NODE_1_length_122269_cov_11.242561_66,44,79,ASR77840.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77838.1,27.984,103329.0,133047.0,44.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,57.4,hypothetical protein SEA_PEEBS_163,1.01e-12,1,MF347638.1,14,63.6,43.0,44,AT10B_S2_NODE_1_length_122269_cov_11.242561_64,1,42,ASR77838.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77837.1,111.11099999999999,103329.0,133047.0,259.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,177.0,hypothetical protein SEA_PEEBS_160,1.24e-53,5,MF347638.1,138,42.9,262.0,268,AT10B_S2_NODE_1_length_122269_cov_11.242561_62,13,261,ASR77837.1,10,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77835.1,58.056,103329.0,133047.0,118.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,105.0,hypothetical protein SEA_PEEBS_152,3.61e-29,0,MF347638.1,60,49.2,131.0,128,AT10B_S2_NODE_1_length_122269_cov_11.242561_56,11,130,ASR77835.1,13,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77834.1,42.012,103329.0,133047.0,54.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,87.0,hypothetical protein SEA_PEEBS_151,3.6e-24,0,MF347638.1,12,77.8,54.0,54,AT10B_S2_NODE_1_length_122269_cov_11.242561_55,1,54,ASR77834.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77830.1,132.037,103329.0,133047.0,157.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,275.0,hypothetical protein SEA_PEEBS_144,3.6899999999999996e-95,0,MF347638.1,25,84.1,157.0,181,AT10B_S2_NODE_1_length_122269_cov_11.242561_51,25,157,ASR77830.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77829.1,38.016000000000005,103329.0,133047.0,54.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,93.2,hypothetical protein SEA_PEEBS_141,2.19e-26,0,MF347638.1,16,70.4,63.0,61,AT10B_S2_NODE_1_length_122269_cov_11.242561_50,8,62,ASR77829.1,9,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77828.1,22.991999999999997,103329.0,133047.0,48.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,54.3,hypothetical protein SEA_PEEBS_140,3.27e-11,0,MF347638.1,25,47.9,51.0,48,AT10B_S2_NODE_1_length_122269_cov_11.242561_49,1,48,ASR77828.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77827.1,27.976,103329.0,133047.0,52.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,64.3,hypothetical protein SEA_PEEBS_139,7.97e-15,0,MF347638.1,24,53.8,52.0,77,AT10B_S2_NODE_1_length_122269_cov_11.242561_48,26,52,ASR77827.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77824.1,45.018,103329.0,133047.0,61.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,94.0,hypothetical protein SEA_PEEBS_129,9.460000000000001e-27,0,MF347638.1,16,73.8,61.0,61,AT10B_S2_NODE_1_length_122269_cov_11.242561_46,1,61,ASR77824.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77819.1,426.25,103329.0,133047.0,550.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,842.0,Ro-like RNA binding protein,7.2e-307,3,MF347638.1,119,77.5,550.0,545,AT10B_S2_NODE_1_length_122269_cov_11.242561_44,1,550,ASR77819.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77818.1,68.985,103329.0,133047.0,135.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,135.0,hypothetical protein SEA_PEEBS_122,5.539999999999999e-41,0,MF347638.1,66,51.1,138.0,142,AT10B_S2_NODE_1_length_122269_cov_11.242561_43,8,135,ASR77818.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77817.1,42.042,103329.0,133047.0,91.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,90.1,hypothetical protein SEA_PEEBS_121,4.2e-24,0,MF347638.1,49,46.2,109.0,93,AT10B_S2_NODE_1_length_122269_cov_11.242561_42,3,109,ASR77817.1,19,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77813.1,74.008,103329.0,133047.0,88.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,153.0,hypothetical protein SEA_PEEBS_115,2.36e-49,1,MF347638.1,13,84.1,94.0,88,AT10B_S2_NODE_1_length_122269_cov_11.242561_39,1,87,ASR77813.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77811.1,108.94,103329.0,133047.0,130.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,229.0,hypothetical protein SEA_PEEBS_113,3.75e-78,0,MF347638.1,21,83.8,130.0,130,AT10B_S2_NODE_1_length_122269_cov_11.242561_37,1,130,ASR77811.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77809.1,49.984,103329.0,133047.0,71.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,104.0,hypothetical protein SEA_PEEBS_111,4.45e-30,0,MF347638.1,21,70.4,72.0,99,AT10B_S2_NODE_1_length_122269_cov_11.242561_33,29,71,ASR77809.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77806.1,64.021,103329.0,133047.0,73.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,131.0,hypothetical protein SEA_PEEBS_106,3.49e-41,0,MF347638.1,9,87.7,74.0,73,AT10B_S2_NODE_1_length_122269_cov_11.242561_28,1,73,ASR77806.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77805.1,509.17199999999997,103329.0,133047.0,604.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,1022.0,FtsK-like DNA translocase,0.0,1,MF347638.1,93,84.3,604.0,602,AT10B_S2_NODE_1_length_122269_cov_11.242561_27,1,604,ASR77805.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77804.1,121.92299999999999,103329.0,133047.0,171.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,245.0,nucleotidyltransferase,6.83e-83,1,MF347638.1,48,71.3,173.0,190,AT10B_S2_NODE_1_length_122269_cov_11.242561_26,21,173,ASR77804.1,3,Streptomyces phage Peebs
