qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,sseqid_ID,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source,conserved_AA_#
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,AXH66807.1,71.0,107,31,0,1,107,1,107,5.08e-53,164.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH66807.1,tail assembly chaperone,Streptomyces phage StarPlatinum,116.0,MH576965.1,133886.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus StarPlatinum,E,Streptomyces phage StarPlatinum,,,MH576965,NC_048721,Complete genome,dsDNA,bacteria,75.97
AT10B_S2_NODE_1_length_122269_cov_11.242561_185,AXH67254.1,64.7,116,36,2,1,111,1,116,7.12e-47,149.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH67254.1,tail assembly chaperone,Streptomyces phage Wollford,120.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria,75.05199999999999
AT10B_S2_NODE_1_length_122269_cov_11.242561_186,AXH66808.1,76.3,80,17,1,11,88,1,80,1.74e-35,117.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH66808.1,hypothetical protein SEA_STARPLATINUM_60,Streptomyces phage StarPlatinum,80.0,MH576965.1,133886.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus StarPlatinum,E,Streptomyces phage StarPlatinum,,,MH576965,NC_048721,Complete genome,dsDNA,bacteria,61.04
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,QBP30856.1,74.0,2121,524,9,1,2111,1,2104,0.0,2615.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30856.1,tape measure protein,Streptomyces phage EGole,2105.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria,1569.54
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,ASR77325.1,88.0,133,16,0,1,133,1,133,1.58e-85,248.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77325.1,hypothetical protein SEA_NOOTNOOT_56,Streptomyces phage NootNoot,133.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria,117.04
AT10B_S2_NODE_1_length_122269_cov_11.242561_189,QDH93929.1,78.4,1064,228,2,1,1062,1,1064,0.0,1741.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH93929.1,minor tail protein,Streptomyces phage Evy,1064.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria,834.1760000000002
AT10B_S2_NODE_1_length_122269_cov_11.242561_190,AIW02565.1,77.3,119,27,0,1,119,1,119,1.69e-58,178.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02565.1,hypothetical protein PBI_JAY2JAY_67,Streptomyces phage Jay2Jay,120.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria,91.987
AT10B_S2_NODE_1_length_122269_cov_11.242561_190,QDK02918.1,73.3,120,31,1,1,119,1,120,1.25e-51,161.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02918.1,hypothetical protein SEA_BRAELYN_61,Streptomyces phage Braelyn,121.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria,87.96
AT10B_S2_NODE_1_length_122269_cov_11.242561_190,AXH69589.1,68.6,121,36,1,1,119,1,121,2.88e-48,152.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69589.1,hypothetical protein SEA_LUKECAGE_63,Streptomyces phage LukeCage,122.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria,83.00599999999999
AT10B_S2_NODE_1_length_122269_cov_11.242561_190,AXH49185.1,42.6,122,65,3,3,119,4,125,2.91e-22,87.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH49185.1,hypothetical protein SEA_BLUEEYEDBEAUTY_41,Streptomyces phage Blueeyedbeauty,126.0,MH536814.1,130473.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus blueeyedbeauty,E,Streptomyces phage Blueeyedbeauty,,,MH536814,NC_048720,Complete genome,dsDNA,bacteria,51.972
AT10B_S2_NODE_1_length_122269_cov_11.242561_191,ASR77327.1,83.8,265,42,1,1,264,1,265,3.8e-155,434.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77327.1,minor tail protein,Streptomyces phage NootNoot,265.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria,222.07
AT10B_S2_NODE_1_length_122269_cov_11.242561_192,QJD50811.1,67.6,792,248,4,1,787,1,788,0.0,984.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50811.1,minor tail protein,Streptomyces phage Bmoc,2010.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria,535.3919999999999
AT10B_S2_NODE_1_length_122269_cov_11.242561_194,QJD50812.1,61.8,68,26,0,2,69,3,70,2.81e-22,83.6,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50812.1,hypothetical protein SEA_BMOC_63,Streptomyces phage Bmoc,75.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria,42.024
AT10B_S2_NODE_1_length_122269_cov_11.242561_195,QDK02922.1,82.8,145,25,0,1,145,1,145,3.04e-87,253.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02922.1,hypothetical protein SEA_BRAELYN_65,Streptomyces phage Braelyn,146.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria,120.05999999999999
AT10B_S2_NODE_1_length_122269_cov_11.242561_195,AXH67420.1,69.4,147,43,1,1,145,1,147,3.57e-75,223.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH67420.1,hypothetical protein SEA_WOFFORD_67,Streptomyces phage Wollford,148.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria,102.018
AT10B_S2_NODE_1_length_122269_cov_11.242561_196,ASR77772.1,84.4,122,19,0,1,122,1,122,7.54e-81,235.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77772.1,hypothetical protein SEA_PEEBS_66,Streptomyces phage Peebs,122.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria,102.968
AT10B_S2_NODE_1_length_122269_cov_11.242561_196,QDK02923.1,84.4,122,19,0,1,122,25,146,1.18e-80,235.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02923.1,hypothetical protein SEA_BRAELYN_66,Streptomyces phage Braelyn,146.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria,102.968
AT10B_S2_NODE_1_length_122269_cov_11.242561_196,AXH67421.1,80.3,122,24,0,1,122,25,146,1.54e-76,225.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH67421.1,hypothetical protein SEA_WOFFORD_68,Streptomyces phage Wollford,146.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria,97.966
AT10B_S2_NODE_1_length_122269_cov_11.242561_197,AXQ63321.1,60.0,85,33,1,2,85,3,87,1.04e-35,119.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXQ63321.1,HNH endonuclease,Streptomyces phage Comrade,93.0,MH651172.1,129015.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus comrade,E,Streptomyces phage Comrade,,,MH651172,NC_048728,Complete genome,dsDNA,bacteria,51.0
AT10B_S2_NODE_1_length_122269_cov_11.242561_198,QDK02925.1,57.6,250,105,1,3,251,4,253,2.87e-104,305.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02925.1,metallophosphoesterase,Streptomyces phage Braelyn,253.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria,144.0
AT10B_S2_NODE_1_length_122269_cov_11.242561_200,ASR77777.1,69.0,158,38,1,11,157,19,176,4.41e-78,231.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77777.1,hypothetical protein SEA_PEEBS_71,Streptomyces phage Peebs,176.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria,109.02000000000001
AT10B_S2_NODE_1_length_122269_cov_11.242561_201,QBP30870.1,68.8,93,26,2,1,93,1,90,3.83e-32,110.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30870.1,hypothetical protein SEA_EGOLE_74,Streptomyces phage EGole,94.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria,63.984
AT10B_S2_NODE_1_length_122269_cov_11.242561_204,ASR77781.1,87.9,406,49,0,1,406,1,406,4.75e-275,749.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77781.1,DNA helicase,Streptomyces phage Peebs,406.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria,356.87399999999997
AT10B_S2_NODE_1_length_122269_cov_11.242561_204,QJD50823.1,87.7,406,50,0,1,406,1,406,1.77e-270,738.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50823.1,DNA helicase,Streptomyces phage Bmoc,406.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria,356.06199999999995
AT60_S4_NODE_1_length_56564_cov_17.679537_2,ATN95001.1,52.6,156,65,4,74,224,4,155,1.77e-46,157.0,AT60_S4_NODE_1_length_56564_cov_17,50919,ATN95001.1,hypothetical protein,Leptospira phage LE3,263.0,MF974396.1,48288.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nylescharonvirus,,Nylescharonvirus LE3,E,Leptospira phage LE3,,,MF974396,NC_048678,Complete genome,dsDNA,bacteria,82.05600000000001
AT60_S4_NODE_1_length_56564_cov_17.679537_27,ADX42597.1,39.8,88,46,2,254,338,196,279,9.79e-08,56.2,AT60_S4_NODE_1_length_56564_cov_17,50919,ADX42597.1,main tail protein,Gordonia phage GTE2,281.0,HQ403646.1,45530.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Emalynvirus,,Emalynvirus GTE2,E,Gordonia phage GTE2,,,HQ403646,NC_015720,Complete genome,dsDNA,bacteria,35.024
AT60_S4_NODE_1_length_56564_cov_17.679537_48,AXH71808.1,45.5,189,61,2,33,221,29,175,8.93e-43,156.0,AT60_S4_NODE_1_length_56564_cov_17,50919,AXH71808.1,hypothetical protein HOT76_gp31,Eggerthella phage PMBT5,286.0,MH626557.1,30930.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Lentavirus,,Lentavirus PMBT5,E,Eggerthella phage PMBT5,,,MH626557,NC_048022,Complete genome,dsDNA,bacteria,85.99499999999999
AT60_S4_NODE_1_length_56564_cov_17.679537_59,ADP02410.1,38.3,94,47,3,17,109,11,94,1.39e-08,53.9,AT60_S4_NODE_1_length_56564_cov_17,50919,ADP02410.1,HNH endonuclease,Salmonella phage PVPSE1,235.0,GU070616.1,145964.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Vequintavirinae,Seunavirus,,Seunavirus PVPSE1,E,Salmonella phage PVPSE1,,,GU070616,NC_016071,Complete genome,dsDNA,bacteria,36.001999999999995
CD3_S11_NODE_1_length_40506_cov_6.378985_44,AAX44182.1,48.1,206,90,3,1,204,1,191,1.5700000000000001e-56,179.0,AT6CD3_S11_NODE_1_length_40506_cov_6,39036,AAX44182.1,uncharacterized protein PSSP7_002,Prochlorococcus phage P-SSP7,192.0,AY939843.2,45176.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Autographiviridae,,Tiamatvirus,,Tiamatvirus PSSP7,E,Prochlorococcus phage P-SSP7,,,AY939843,NC_006882,Complete genome,dsDNA,bacteria,99.086
AT60_S4_NODE_1_length_56564_cov_17.679537_60,QHB38622.1,34.7,219,114,9,26,227,1,207,8.990000000000001e-22,92.0,AT60_S4_NODE_1_length_56564_cov_17,50919,QHB38622.1,DNA methyltransferase,Flavobacterium phage vB_FspS_filifjonk9-1,218.0,MN812206.1,38028.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Muminvirus,,Muminvirus filifjonk,E,vB_FspS_filifjonk9-1,,,MN812206,NC_048831,Complete genome,dsDNA,bacteria,75.99300000000001
CD3_S11_NODE_1_length_40506_cov_6.378985_32,ANT42157.1,40.0,85,51,0,129,213,96,180,1.32e-07,52.8,AT6CD3_S11_NODE_1_length_40506_cov_6,39036,ANT42157.1,putative HNH homing endonuclease,Escherichia phage vB_EcoM_Alf5,183.0,KX377933.1,87662.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Ounavirinae,Felixounavirus,,Felixounavirus Alf5,E,Escherichia phage vB_EcoM_Alf5,,,KX377933,NC_031082,Complete genome,dsDNA,bacteria,34.0
CD3_S11_NODE_1_length_40506_cov_6.378985_54,ABK00179.2,39.9,148,86,2,12,157,4,150,2.51e-28,105.0,AT6CD3_S11_NODE_1_length_40506_cov_6,39036,ABK00179.2,p31.1,Xanthomonas phage Xop411,160.0,DQ777876.1,44520.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Xipdecavirus,,Xipdecavirus Xop411,E,Xanthomonas phage Xop411,,,DQ777876,NC_009543,Complete genome,dsDNA,bacteria,59.052
CD3_S11_NODE_1_length_40506_cov_6.378985_54,AAP58717.1,36.1,158,98,2,2,157,5,161,1.28e-25,98.6,AT6CD3_S11_NODE_1_length_40506_cov_6,39036,AAP58717.1,49L,Xanthomonas phage Xp10,174.0,AY299121.1,44373.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Xipdecavirus,,Xipdecavirus Xp10,E,Xanthomonas phage Xp10,,,AY299121,NC_004902,Complete genome,dsDNA,bacteria,57.038000000000004
CD3_S11_NODE_1_length_40506_cov_6.378985_54,BAN78440.1,37.0,154,91,3,1,149,31,183,2.6999999999999997e-24,95.5,AT6CD3_S11_NODE_1_length_40506_cov_6,39036,BAN78440.1,HNH endonuclease family protein,Taipeivirus 0507KN21,186.0,AB797215.1,159991.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Ackermannviridae,,Taipeivirus,,Taipeivirus 0507KN21,E,Klebsiella phage 0507-KN2-1,,,AB797215,NC_022343,Complete genome,dsDNA,bacteria,56.980000000000004
CD3_S11_NODE_1_length_40506_cov_6.378985_54,ATE85904.1,39.4,160,82,4,12,157,10,168,4.1e-24,94.7,AT6CD3_S11_NODE_1_length_40506_cov_6,39036,ATE85904.1,putative HNH homing endonuclease,Shigella phage Sf13,175.0,MF158040.1,87570.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Ounavirinae,Mooglevirus,,Mooglevirus Sf13,E,Shigella phage Sf13,,,MF158040,NC_042017,Complete genome,dsDNA,bacteria,63.04
CD3_S11_NODE_1_length_40506_cov_6.378985_54,AFM76519.1,35.2,145,89,3,13,156,15,155,3.4199999999999996e-23,92.8,AT6CD3_S11_NODE_1_length_40506_cov_6,39036,AFM76519.1,endonuclease,Escherichia phage HK629,192.0,JQ182735.1,47288.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Lambdavirus,,Lambdavirus HK629,E,Escherichia phage HK629,,,JQ182735,NC_019711,Complete genome,dsDNA,bacteria,51.04
CD3_S11_NODE_1_length_40506_cov_6.378985_54,AHC30383.1,38.8,147,74,6,6,148,3,137,5.2199999999999995e-23,91.3,AT6CD3_S11_NODE_1_length_40506_cov_6,39036,AHC30383.1,HNH endonuclease,Klebsiella phage F19,153.0,KF765493.2,43766.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Autographiviridae,Slopekvirinae,Drulisvirus,,Drulisvirus F19,E,Klebsiella phage F19,,,KF765493,NC_023567,Complete genome,dsDNA,bacteria,57.035999999999994
CD3_S11_NODE_1_length_40506_cov_6.378985_57,AGC34630.1,31.8,211,100,6,4,182,7,205,1.36e-20,89.4,AT6CD3_S11_NODE_1_length_40506_cov_6,39036,AGC34630.1,putative DNA repair protein,Pseudomonas phage H66,254.0,KC262634.1,65270.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Hollowayvirus,,Hollowayvirus H66,E,Pseudomonas phage H66,,,KC262634,NC_042342,Complete genome,dsDNA,bacteria,67.098
BC2_S2_NODE_1_length_59166_cov_57.999746_8,AWY05341.1,47.9,71,20,3,125,192,64,120,1.4e-07,51.2,BC2_S2_NODE_1_length_59166_cov_57,54198,AWY05341.1,hypothetical protein SEA_MEMENTOMORI_87,Microbacterium phage MementoMori,123.0,MH271303.1,55572.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mementomorivirus,,Mementomorivirus mementomori,E,Microbacterium phage MementoMori,,,MH271303,NC_047987,Complete genome,dsDNA,bacteria,34.009
BC2_S2_NODE_1_length_59166_cov_57.999746_12,AGS81418.1,54.2,168,76,1,3,169,2,169,5.09e-57,180.0,BC2_S2_NODE_1_length_59166_cov_57,54198,AGS81418.1,GTP cyclohydrolase I,Mycobacterium phage TA17A,191.0,KF024722.1,67324.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Bclasvirinae,Rosebushvirus,,Rosebushvirus TA17a,E,Mycobacterium phage TA17A,,,KF024722,NC_043767,Complete genome,dsDNA,bacteria,91.056
BC2_S2_NODE_1_length_59166_cov_57.999746_12,ARB06137.1,44.0,159,84,3,12,168,8,163,6.9e-32,116.0,BC2_S2_NODE_1_length_59166_cov_57,54198,ARB06137.1,putative GTP cyclohydrolase,Dinoroseobacter phage vB_DshS-R5C,187.0,KY606587.1,77874.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nanhaivirus,,Nanhaivirus D5C,E,Dinoroseobacter phage vB_DshS-R5C,,,KY606587,NC_041921,Complete genome,dsDNA,bacteria,69.96000000000001
BC2_S2_NODE_1_length_59166_cov_57.999746_13,QGJ93542.1,51.1,225,109,1,8,231,22,246,6.39e-80,242.0,BC2_S2_NODE_1_length_59166_cov_57,54198,QGJ93542.1,lipoyl synthase,Arthrobacter phage Mufasa8,247.0,MN586027.1,60205.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mufasoctovirus,,Mufasoctovirus mufasa8,E,Arthrobacter phage Mufasa8,,,MN586027,NC_049478,Complete genome,dsDNA,bacteria,114.97500000000001
BC2_S2_NODE_1_length_59166_cov_57.999746_13,AKA60990.1,39.5,119,65,4,13,130,46,158,4.35e-15,74.7,BC2_S2_NODE_1_length_59166_cov_57,54198,AKA60990.1,queuosine Biosynthesis QueE Radical SAM,Enterobacteria phage JenP2,254.0,KP719133.1,59802.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Queuovirinae,Nonagvirus,,Nonagvirus JenP2,E,Enterobacteria phage JenP2,,,KP719133,NC_028997,Complete genome,dsDNA,bacteria,47.004999999999995
BC2_S2_NODE_1_length_59166_cov_57.999746_14,QGJ93541.1,54.9,122,55,0,6,127,4,125,9.62e-43,139.0,BC2_S2_NODE_1_length_59166_cov_57,54198,QGJ93541.1,QueD-like queosine biosynthesis protein,Arthrobacter phage Mufasa8,132.0,MN586027.1,60205.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Mufasoctovirus,,Mufasoctovirus mufasa8,E,Arthrobacter phage Mufasa8,,,MN586027,NC_049478,Complete genome,dsDNA,bacteria,66.978
BC2_S2_NODE_1_length_59166_cov_57.999746_22,QKO02974.1,45.5,429,216,9,6,421,19,442,5.3e-108,328.0,BC2_S2_NODE_1_length_59166_cov_57,54198,QKO02974.1,DnaB-like dsDNA helicase,Gordonia phage TZGordon,445.0,MT553344.1,44904.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Ruthgordonvirinae,Vendettavirus,,Vendettavirus tzgordon,E,Gordonia phage TZGordon,,,MT553344,NC_054438,Complete genome,dsDNA,bacteria,195.195
BC2_S2_NODE_1_length_59166_cov_57.999746_22,ANA85600.1,45.5,429,216,9,6,421,19,442,7.49e-108,328.0,BC2_S2_NODE_1_length_59166_cov_57,54198,ANA85600.1,DnaB-like dsDNA helicase,Gordonia phage Vendetta,445.0,KU998237.1,45858.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Ruthgordonvirinae,Vendettavirus,,Vendettavirus vendetta,E,Gordonia phage Vendetta,,,KU998237,NC_030911,Complete genome,dsDNA,bacteria,195.195
BC2_S2_NODE_1_length_59166_cov_57.999746_34,ALY08896.1,59.2,125,51,0,1,125,1,125,2.5399999999999998e-45,149.0,BC2_S2_NODE_1_length_59166_cov_57,54198,ALY08896.1,ssDNA-binding protein,Arthrobacter phage Galaxy,172.0,KU160644.1,37809.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Galaxyvirus,,Galaxyvirus galaxy,E,Arthrobacter phage Galaxy,,,KU160644,NC_041876,Complete genome,dsDNA,bacteria,74.0
BC2_S2_NODE_1_length_59166_cov_57.999746_41,AER47883.1,34.1,211,138,1,224,433,349,559,2.4799999999999997e-23,110.0,BC2_S2_NODE_1_length_59166_cov_57,54198,AER47883.1,tape measure protein,Mycobacterium phage Courthouse,1617.0,JN698997.1,110569.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Omegavirus,,Omegavirus courthouse,E,Mycobacterium phage Courthouse,,,JN698997,NC_023690,Complete genome,dsDNA,bacteria,71.951
BC2_S2_NODE_1_length_59166_cov_57.999746_41,ABE67643.1,24.7,243,171,3,262,494,318,558,5.32e-10,67.0,BC2_S2_NODE_1_length_59166_cov_57,54198,ABE67643.1,hypothetical protein Wildcat_38,Mycobacterium phage Wildcat,1983.0,DQ398052.2,78296.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Vilmaviridae,,Wildcatvirus,,Mycobacterium virus Wildcat,E,Mycobacterium phage Wildcat,,,DQ398052,NC_008206,Complete genome,dsDNA,bacteria,60.021
BC2_S2_NODE_1_length_59166_cov_57.999746_48,AER47348.1,33.0,227,120,10,22,232,28,238,4.21e-16,77.8,BC2_S2_NODE_1_length_59166_cov_57,54198,AER47348.1,head-to-tail adaptor,Mycobacterium phage Gadjet,246.0,JN698992.1,67949.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Bclasvirinae,Pipefishvirus,,Pipefishvirus gadjet,E,Mycobacterium phage Gadjet,,,JN698992,NC_023686,Complete genome,dsDNA,bacteria,74.91
BC2_S2_NODE_1_length_59166_cov_57.999746_48,AHB31700.1,31.8,220,121,9,29,232,32,238,1.53e-15,76.3,BC2_S2_NODE_1_length_59166_cov_57,54198,AHB31700.1,head-to-tail adaptor,Mycobacterium phage Bernardo,246.0,KF493879.1,68196.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Bclasvirinae,Pipefishvirus,,Pipefishvirus bernardo,E,Mycobacterium phage Bernardo,,,KF493879,NC_022983,Complete genome,dsDNA,bacteria,69.96000000000001
