qseqid_genome_ID,sseqid_genome_ID,sseqid_virus,distance,total_aln_length,avg_pid,avg_genome_length,qseqid_genome_length,sseqid_genome_length
RE-HI3_S18_k71_969862_flag=1_multi=25.8658_len=3051,MK620900.1,Streptomyces phage Forthebois,0.984,165,33.9,10430.5,2610.0,18251.0
RE-HI3_S18_k71_969862_flag=1_multi=25.8658_len=3051,JN116822,Rhodococcus phage RRH1,0.99,90,31.1,8440.0,2610.0,14270.0
RE-HI3_S18_k71_969862_flag=1_multi=25.8658_len=3051,JX195166.1,Pectobacterium phage My1,0.999,36,36.1,62317.0,2610.0,122024.0
RE-HN6_S19_100M_NODE_10213_length_1022_cov_28.521200,JQ691611.1,Cronobacter phage CR9,0.998,98,41.8,76470.5,1017.0,151924.0
RE-HN6_S19_100M_NODE_1032_length_2095_cov_25.754412,AY954970.1,Staphylococcus phage Twort,0.998,126,38.9,66355.0,2004.0,130706.0
RE-HN6_S19_100M_NODE_109_length_3863_cov_14.466912,MT345684.1,Alteromonas phage vB_AcoS-R7M,0.978,540,40.9,29928.0,3693.0,56163.0
RE-HN6_S19_100M_NODE_109_length_3863_cov_14.466912,MH727560.1,Corynebacterium phage SamW,0.984,373,34.0,24151.0,3693.0,44609.0
RE-HN6_S19_100M_NODE_109_length_3863_cov_14.466912,EU794049.1,Bacteriophage APSE-2,0.992,182,31.9,21780.0,3693.0,39867.0
RE-HN6_S19_100M_NODE_109_length_3863_cov_14.466912,MH588547.2,Caulobacter phage CcrSC,0.999,141,31.2,160591.0,3693.0,317489.0
RE-HN6_S19_100M_NODE_10_length_9123_cov_30.079290,KU686206.1,Synechococcus phage S-CAM9,0.998,129,37.2,91889.5,8949.0,174830.0
RE-HN6_S19_100M_NODE_10_length_9123_cov_30.079290,LT906555,Orpheovirus IHUMI-LCC2,1.0,79,34.2,741261.0,8949.0,1473573.0
RE-HN6_S19_100M_NODE_1117_length_2044_cov_20.967320,OP880254,Methanophagales virus GBV303,0.99,204,23.0,13589.5,1599.0,25580.0
RE-HN6_S19_100M_NODE_12_length_8532_cov_61.489088,MH183162.1,Microbacterium phage Hendrix,0.996,252,28.6,52820.5,7884.0,97757.0
RE-HN6_S19_100M_NODE_12_length_8532_cov_61.489088,MG711465.1,Faecalibacterium phage FP_Brigit,0.997,153,24.8,34800.0,7884.0,61716.0
RE-HN6_S19_100M_NODE_12_length_8532_cov_61.489088,MK279909.1,Mycobacterium phage DrLupo,0.998,71,45.1,38957.0,7884.0,70030.0
RE-HN6_S19_100M_NODE_12_length_8532_cov_61.489088,JQ067084.3,Pseudomonas phage PaMx25,0.998,75,36.0,32891.5,7884.0,57899.0
RE-HN6_S19_100M_NODE_12_length_8532_cov_61.489088,JN797797.1,Bacillus phage BCP78,0.999,62,66.1,82030.0,7884.0,156176.0
RE-HN6_S19_100M_NODE_12_length_8532_cov_61.489088,KU230356.1,Nodularia phage vB_NpeS-2AV2,0.999,81,43.2,73492.0,7884.0,139100.0
RE-HN6_S19_100M_NODE_13_length_7902_cov_33.024978,MK373772.1,Escherichia phage PTXU04,0.984,602,31.2,34538.0,7476.0,61600.0
RE-HN6_S19_100M_NODE_13_length_7902_cov_33.024978,MF431617.1,Lentibacter phage vB_LenP_ICBM1,0.988,402,24.4,23819.5,7476.0,40163.0
RE-HN6_S19_100M_NODE_13_length_7902_cov_33.024978,AB366653.2,Ralstonia phage phiRSL1,0.997,206,54.9,119365.5,7476.0,231255.0
RE-HN6_S19_100M_NODE_141_length_3646_cov_25.525759,OM141125,Pseudomonas phage PP9W2,0.996,103,40.8,28601.0,2952.0,54250.0
RE-HN6_S19_100M_NODE_141_length_3646_cov_25.525759,KJ417497,Streptococcus phage Spn1,0.996,76,34.2,22137.5,2952.0,41323.0
RE-HN6_S19_100M_NODE_141_length_3646_cov_25.525759,MT740737.1,Ralstonia phage Firinga,0.998,27,51.9,21348.0,2952.0,39744.0
RE-HN6_S19_100M_NODE_158_length_3520_cov_41.369986,KU998239.1,Gordonia phage Cozz,0.993,134,40.3,24921.5,3243.0,46600.0
RE-HN6_S19_100M_NODE_1655_length_1826_cov_26.463015,FR775895.2,Enterobacteria phage phi92,0.996,298,29.5,75195.5,1779.0,148612.0
RE-HN6_S19_100M_NODE_1655_length_1826_cov_26.463015,MF805809.1,Escherichia phage vB_EcoM_PHB05,0.999,93,25.8,74719.0,1779.0,147659.0
RE-HN6_S19_100M_NODE_16_length_6609_cov_50.281050,KJ802832.1,Salmonella phage 9NA,0.996,95,37.9,29233.5,5598.0,52869.0
RE-HN6_S19_100M_NODE_16_length_6609_cov_50.281050,PP537962,Gordonia phage Morgana,0.999,49,34.7,46568.5,5598.0,87539.0
RE-HN6_S19_100M_NODE_1795_length_1790_cov_28.424784,MH536811.1,Streptomyces phage Annadreamy,0.997,148,44.6,63557.5,1389.0,125726.0
RE-HN6_S19_100M_NODE_182_length_3361_cov_76.110405,KM199771.1,Mesorhizobium phage vB_MloP_Lo5R7ANS,0.987,264,39.4,24081.5,2445.0,45718.0
RE-HN6_S19_100M_NODE_1878_length_1765_cov_25.187135,KJ510412.1,Mycobacterium phage ZoeJ,0.985,291,50.9,29518.5,1722.0,57315.0
RE-HN6_S19_100M_NODE_1878_length_1765_cov_25.187135,KU963249.1,Gordonia phage Yeezy,0.994,156,35.3,26803.0,1722.0,51884.0
RE-HN6_S19_100M_NODE_2042_length_1717_cov_29.169675,JF744988.1,Mycobacterium phage Faith1,0.996,132,43.2,38811.0,1662.0,75960.0
RE-HN6_S19_100M_NODE_20_length_6475_cov_52.646417,NC_005885,Actinoplanes phage phiAsp2,0.994,179,36.9,32583.0,6528.0,58638.0
RE-HN6_S19_100M_NODE_20_length_6475_cov_52.646417,DQ398052.2,Mycobacterium phage Wildcat,0.997,125,36.8,42412.0,6528.0,78296.0
RE-HN6_S19_100M_NODE_20_length_6475_cov_52.646417,PP725409,Gordonia phage Xenia2,0.997,102,35.3,37331.5,6528.0,68135.0
RE-HN6_S19_100M_NODE_20_length_6475_cov_52.646417,HQ633071.1,Synechococcus phage S-SKS1,0.997,289,32.5,107267.5,6528.0,208007.0
RE-HN6_S19_100M_NODE_20_length_6475_cov_52.646417,KX008963.1,Heterosigma akashiwo virus 01,0.998,424,22.6,140660.5,6528.0,274793.0
RE-HN6_S19_100M_NODE_20_length_6475_cov_52.646417,GU071098.1,Synechococcus phage S-SSM7,0.998,310,24.8,119703.0,6528.0,232878.0
RE-HN6_S19_100M_NODE_20_length_6475_cov_52.646417,KU686199.1,Synechococcus phage S-CAM3,0.999,91,29.7,102359.0,6528.0,198190.0
RE-HN6_S19_100M_NODE_20_length_6475_cov_52.646417,MT418680,Fadolivirus FV1/VV64,1.0,110,32.7,790016.0,6528.0,1573504.0
RE-HN6_S19_100M_NODE_2106_length_1705_cov_28.675758,AF165214.2,Pseudomonas phage D3,0.996,142,30.3,28922.5,1419.0,56426.0
RE-HN6_S19_100M_NODE_2111_length_1703_cov_38.186286,MH077585.1,Mycobacterium phage TChen,0.987,262,48.9,29727.5,1713.0,57742.0
RE-HN6_S19_100M_NODE_2180_length_1689_cov_23.113219,JF937101.1,Mycobacterium phage LittleE,0.997,144,39.6,55299.0,1512.0,109086.0
RE-HN6_S19_100M_NODE_21_length_6461_cov_39.887918,OM818327,Gordonia phage Santhid,0.981,353,41.1,22556.0,5817.0,39295.0
RE-HN6_S19_100M_NODE_21_length_6461_cov_39.887918,MN234178.1,Arthrobacter phage TripleJ,0.986,392,31.1,25662.0,5817.0,45507.0
RE-HN6_S19_100M_NODE_21_length_6461_cov_39.887918,AY129338.1,Mycobacterium phage Omega,0.997,144,42.4,58341.0,5817.0,110865.0
RE-HN6_S19_100M_NODE_21_length_6461_cov_39.887918,MT613935.1,Pseudomonas phage Persinger,0.997,54,42.6,24925.0,5817.0,44033.0
RE-HN6_S19_100M_NODE_21_length_6461_cov_39.887918,ON970578,Gordonia phage Aleemily,0.998,96,33.3,46017.5,5817.0,86218.0
RE-HN6_S19_100M_NODE_22_length_6217_cov_35.935573,MN234219.1,Mycobacterium phage Mercurio,0.998,51,37.3,25288.5,5700.0,44877.0
RE-HN6_S19_100M_NODE_22_length_6217_cov_35.935573,HM144387.1,Bacillus phage W.Ph.,0.998,122,45.1,81298.5,5700.0,156897.0
RE-HN6_S19_100M_NODE_22_length_6217_cov_35.935573,MN043729.1,Bacillus phage vB_BmeM-Goe8,0.999,93,33.3,83641.5,5700.0,161583.0
RE-HN6_S19_100M_NODE_22_length_6217_cov_35.935573,JN882285.1,Cronobacter phage vB_CsaM_GAP32,1.0,44,43.2,182181.5,5700.0,358663.0
RE-HN6_S19_100M_NODE_237_length_3100_cov_30.387849,KX925554.1,Streptomyces phage BRock,0.995,332,27.1,57794.5,3066.0,112523.0
RE-HN6_S19_100M_NODE_25_length_6025_cov_46.477219,KU963248.1,Gordonia phage Yvonnetastic,0.997,117,51.3,51871.5,5607.0,98136.0
RE-HN6_S19_100M_NODE_25_length_6025_cov_46.477219,MN234216,Streptomyces phage Gilgamesh,0.997,179,40.2,67371.5,5607.0,129136.0
RE-HN6_S19_100M_NODE_25_length_6025_cov_46.477219,MH153813.1,Microbacterium phage Squash,0.999,35,42.9,33959.5,5607.0,62312.0
RE-HN6_S19_100M_NODE_26_length_6025_cov_37.035008,NC_070991.1,Escherichia phage vB_EcoP_WFI101126,0.996,225,25.8,41688.0,6069.0,77307.0
RE-HN6_S19_100M_NODE_291_length_2975_cov_35.931849,JX104231.1,Burkholderia phage BcepMigl,0.997,83,42.2,32632.5,2313.0,62952.0
RE-HN6_S19_100M_NODE_291_length_2975_cov_35.931849,KF740664,Pithovirus sibericum,1.0,146,31.5,306173.0,2313.0,610033.0
RE-HN6_S19_100M_NODE_291_length_2975_cov_35.931849,UPSH01000001,Yasminevirus sp. GU-2018,1.0,181,28.7,997117.5,2313.0,1991922.0
RE-HN6_S19_100M_NODE_30_length_5802_cov_46.779363,KY487991.1,uncultured virus,0.97,97,39.2,3787.0,5481.0,2093.0
RE-HN6_S19_100M_NODE_30_length_5802_cov_46.779363,PP497039,Velanvirus brisbanense,0.994,340,25.6,42717.5,5481.0,79954.0
RE-HN6_S19_100M_NODE_30_length_5802_cov_46.779363,MH651172.1,Streptomyces phage Comrade,0.997,210,36.7,67248.0,5481.0,129015.0
RE-HN6_S19_100M_NODE_312_length_2922_cov_35.713987,AP018361.1,Lactobacillus phage T25,0.985,249,40.6,20586.0,2751.0,38421.0
RE-HN6_S19_100M_NODE_312_length_2922_cov_35.713987,HQ317390.1,Colwellia phage 9A,0.994,314,31.5,53843.5,2751.0,104936.0
RE-HN6_S19_100M_NODE_312_length_2922_cov_35.713987,ON529855,Brevundimonas phage vB_BpoS-Domovoi,0.999,137,50.4,177728.0,2751.0,352705.0
RE-HN6_S19_100M_NODE_31_length_5785_cov_38.652007,AY505112.1,Vibrio phage VP2,0.982,423,31.4,22685.0,5517.0,39853.0
RE-HN6_S19_100M_NODE_31_length_5785_cov_38.652007,MG324353.1,Corynebacterium phage phi673,0.994,200,27.0,25023.5,5517.0,44530.0
RE-HN6_S19_100M_NODE_31_length_5785_cov_38.652007,AF396866.1,Myxococcus phage Mx8,0.994,205,25.9,27525.5,5517.0,49534.0
RE-HN6_S19_100M_NODE_32_length_5675_cov_43.237900,KF356198.1,Anabaena phage A-4L,0.993,125,42.4,23524.0,5298.0,41750.0
RE-HN6_S19_100M_NODE_32_length_5675_cov_43.237900,KX641260.1,Mycobacterium phage Stasia,0.997,80,33.8,28444.5,5298.0,51591.0
RE-HN6_S19_100M_NODE_32_length_5675_cov_43.237900,MN585993.1,Mycobacterium phage Indlulamithi,0.998,70,34.3,38418.0,5298.0,71538.0
RE-HN6_S19_100M_NODE_3588_length_1448_cov_77.386935,AY150271.2,Salmonella phage epsilon15,0.992,166,32.5,20556.0,1440.0,39672.0
RE-HN6_S19_100M_NODE_3588_length_1448_cov_77.386935,MH128984.1,Burkholderia phage vB_BmuP_KL4,0.997,44,56.8,21845.0,1440.0,42250.0
RE-HN6_S19_100M_NODE_35_length_5426_cov_47.729473,MG711466.1,Faecalibacterium phage FP_Toutatis,0.992,276,27.5,30016.0,5307.0,54725.0
RE-HN6_S19_100M_NODE_35_length_5426_cov_47.729473,ON191531,Rhodococcus phage Mbo2,0.995,229,31.0,44209.0,5307.0,83111.0
RE-HN6_S19_100M_NODE_35_length_5426_cov_47.729473,KC821618.1,Cellulophaga phage phi10:1,0.997,63,39.7,29485.5,5307.0,53664.0
RE-HN6_S19_100M_NODE_380_length_2778_cov_28.557106,AY150271.2,Salmonella phage epsilon15,0.996,53,58.5,21159.0,2646.0,39672.0
RE-HN6_S19_100M_NODE_380_length_2778_cov_28.557106,EU826466.1,Mycobacterium phage Myrna,0.999,71,46.5,83624.0,2646.0,164602.0
RE-HN6_S19_100M_NODE_3_length_17507_cov_499.935079,M11912.1,Pseudomonas phage Pf3,0.984,238,24.8,10793.0,15753.0,5833.0
RE-HN6_S19_100M_NODE_3_length_17507_cov_499.935079,MK305890.1,Streptomyces phage WheeHeim,0.991,128,39.8,17009.5,15753.0,18266.0
RE-HN6_S19_100M_NODE_3_length_17507_cov_499.935079,MG518520.1,Streptomyces phage Immanuel3,0.992,253,34.0,30923.5,15753.0,46094.0
RE-HN6_S19_100M_NODE_3_length_17507_cov_499.935079,GU080336.1,Sulfolobus turreted icosahedral virus 2,0.994,107,30.8,16187.5,15753.0,16622.0
RE-HN6_S19_100M_NODE_3_length_17507_cov_499.935079,MK620900.1,Streptomyces phage Forthebois,0.995,92,31.5,17002.0,15753.0,18251.0
RE-HN6_S19_100M_NODE_3_length_17507_cov_499.935079,AY950802.1,Haloarcula hispanica virus SH1,0.995,101,35.6,23321.0,15753.0,30889.0
RE-HN6_S19_100M_NODE_3_length_17507_cov_499.935079,KX925554.1,Streptomyces phage BRock,0.997,179,39.7,64138.0,15753.0,112523.0
RE-HN6_S19_100M_NODE_3_length_17507_cov_499.935079,MK376955.1,Mycobacterium phage KiSi,0.997,78,51.3,39155.5,15753.0,62558.0
RE-HN6_S19_100M_NODE_3_length_17507_cov_499.935079,KF772233.1,Edwardsiella phage eiAU,0.998,40,45.0,29384.0,15753.0,43015.0
RE-HN6_S19_100M_NODE_3_length_17507_cov_499.935079,KU998253.1,Gordonia phage Orchid,0.998,57,47.4,48201.5,15753.0,80650.0
RE-HN6_S19_100M_NODE_4261_length_1373_cov_22.873293,MN586027.1,Arthrobacter phage Mufasa8,0.996,110,34.5,30740.0,1275.0,60205.0
RE-HN6_S19_100M_NODE_4261_length_1373_cov_22.873293,MK411746.1,Arthrobacter phage Sonali,0.997,89,37.1,31174.0,1275.0,61073.0
RE-HN6_S19_100M_NODE_434_length_2689_cov_37.078588,JQ062992.1,Bacillus phage phIS3501,0.989,373,23.3,23453.0,2505.0,44401.0
RE-HN6_S19_100M_NODE_434_length_2689_cov_37.078588,KU998237.1,Gordonia phage Vendetta,0.996,90,33.3,24181.5,2505.0,45858.0
RE-HN6_S19_100M_NODE_4350_length_1362_cov_33.917368,MN234234.1,Arthrobacter phage Lymara,0.997,107,36.4,34946.5,1131.0,68762.0
RE-HN6_S19_100M_NODE_500_length_2575_cov_29.683333,MG596799.1,Pseudomonas phage PMBT3,0.999,38,44.7,44712.5,2229.0,87196.0
RE-HN6_S19_100M_NODE_500_length_2575_cov_29.683333,MF063068.1,Pseudomonas phage Noxifer,0.999,123,35.8,140182.5,2229.0,278136.0
RE-HN6_S19_100M_NODE_511_length_2554_cov_39.120848,MG593801.1,Streptomyces phage Attoomi,0.993,171,30.4,22220.0,2568.0,41872.0
RE-HN6_S19_100M_NODE_5810_length_1244_cov_10.843566,AP018815.1,Pseudomonas phage PaGU11,0.996,142,28.9,33377.0,1200.0,65554.0
RE-HN6_S19_100M_NODE_6049_length_1227_cov_24.290956,MN586040.1,Gordonia phage Stormageddon,0.996,153,53.6,68764.0,1209.0,136319.0
RE-HN6_S19_100M_NODE_6189_length_1218_cov_21.576096,MT740307,Pseudomonas phage phiK7A1,0.998,89,46.1,49987.0,1194.0,98780.0
RE-HN6_S19_100M_NODE_66_length_4407_cov_43.433134,MT498061.1,Mycobacterium phage Jung,0.995,78,53.8,25388.0,4215.0,46561.0
RE-HN6_S19_100M_NODE_66_length_4407_cov_43.433134,MN444876.1,Streptomyces phage Daubenski,0.997,221,28.5,68652.5,4215.0,133090.0
RE-HN6_S19_100M_NODE_66_length_4407_cov_43.433134,MN586040.1,Gordonia phage Stormageddon,0.999,120,26.7,70267.0,4215.0,136319.0
RE-HN6_S19_100M_NODE_70_length_4327_cov_51.083333,MK411746.1,Arthrobacter phage Sonali,0.991,394,25.4,31879.0,2685.0,61073.0
RE-HN6_S19_100M_NODE_70_length_4327_cov_51.083333,MF155946.1,Streptomyces phage Mildred21,0.997,141,40.4,67330.5,2685.0,131976.0
RE-HN6_S19_100M_NODE_70_length_4327_cov_51.083333,KR063279.1,Gordonia phage GMA3,0.999,67,28.4,40232.0,2685.0,77779.0
RE-HN6_S19_100M_NODE_7451_length_1143_cov_21.499081,MK620900.1,Streptomyces phage Forthebois,0.98,214,30.8,9691.0,1131.0,18251.0
RE-HN6_S19_100M_NODE_770_length_2273_cov_40.600090,MK967380.1,Rhodococcus phage Sleepyhead,0.987,254,39.0,23113.0,2283.0,43943.0
RE-HN6_S19_100M_NODE_770_length_2273_cov_40.600090,MH536818.1,Gordonia phage Frokostdame,0.988,307,36.8,27407.0,2283.0,52531.0
RE-HN6_S19_100M_NODE_796_length_2248_cov_15.424533,JN020142.1,Mycobacterium phage Mutaforma13,0.996,79,50.6,29804.5,1908.0,57701.0
RE-HN6_S19_100M_NODE_796_length_2248_cov_15.424533,MH651185.1,Gordonia phage Phistory,0.997,75,41.3,27496.5,1908.0,53085.0
RE-HN6_S19_100M_NODE_80_length_4138_cov_49.988734,MN096371.1,Streptomyces phage Braelyn,0.998,114,43.0,67187.5,3141.0,131234.0
RE-HN6_S19_100M_NODE_80_length_4138_cov_49.988734,MF448340.1,Aeromonas phage AS-zj,0.999,100,38.0,116535.0,3141.0,229929.0
RE-HN6_S19_100M_NODE_86_length_4060_cov_39.040449,PP467601,Taijivirus yinyang,0.979,388,33.2,18010.0,4038.0,31982.0
RE-HN6_S19_100M_NODE_86_length_4060_cov_39.040449,AY150271.2,Salmonella phage epsilon15,0.993,159,32.7,21855.0,4038.0,39672.0
RE-HN6_S19_100M_NODE_9160_length_1063_cov_22.856151,KJ567041.1,Mycobacterium phage Zapner,0.997,73,43.8,28130.5,954.0,55307.0
RE-HN6_S19_100M_NODE_942_length_2149_cov_32.773161,KU958700,Streptomyces phage Chymera,0.989,212,31.1,18388.0,2034.0,34742.0
RE-HN6_S19_100M_NODE_942_length_2149_cov_32.773161,MN106244.1,Klebsiella phage Soft,0.992,167,47.3,29919.5,2034.0,57805.0
RE-HN6_S19_100M_NODE_978_length_2126_cov_20.859005,AY576273.1,Alphaproteobacteria phage PhiJL001,0.997,85,42.4,32828.0,2007.0,63649.0
RE-HN6_S19_100M_NODE_978_length_2126_cov_20.859005,KY606587.1,Dinoroseobacter phage vB_DshS-R5C,0.997,116,35.3,39940.5,2007.0,77874.0
RE-HN6_S19_100M_NODE_978_length_2126_cov_20.859005,OP380269,Pseudomonas phage phiH1,0.999,21,66.7,29803.5,2007.0,57600.0
RE-HN6_S19_k71_1078470_flag=1_multi=167.0000_len=5747,KF356198.1,Anabaena phage A-4L,0.993,125,42.4,23560.0,5370.0,41750.0
RE-HN6_S19_k71_1078470_flag=1_multi=167.0000_len=5747,KX641260.1,Mycobacterium phage Stasia,0.997,80,33.8,28480.5,5370.0,51591.0
RE-HN6_S19_k71_1078470_flag=1_multi=167.0000_len=5747,MN585993.1,Mycobacterium phage Indlulamithi,0.998,70,34.3,38454.0,5370.0,71538.0
RE-HN6_S19_k71_1094085_flag=0_multi=107.7153_len=3250,OQ330850,Caulobacter phage TMCBR4,0.984,420,29.0,22835.0,3174.0,42496.0
RE-HN6_S19_k71_1094085_flag=0_multi=107.7153_len=3250,KU963247.1,Gordonia phage Attis,0.993,108,57.4,25527.5,3174.0,47881.0
RE-HN6_S19_k71_1094085_flag=0_multi=107.7153_len=3250,MG518519.1,Streptomyces phage Manuel,0.995,83,48.2,24175.5,3174.0,45177.0
RE-HN6_S19_k71_1169191_flag=1_multi=136.0000_len=5782,AY029185.2,Bordetella phage BPP-1,0.983,400,37.1,23987.0,5481.0,42493.0
RE-HN6_S19_k71_1169191_flag=1_multi=136.0000_len=5782,ON778007,Pseudomonas phage vB_Pae_LC3I3,0.991,149,53.0,27703.5,5481.0,49926.0
RE-HN6_S19_k71_1169191_flag=1_multi=136.0000_len=5782,KC758116.1,Pseudomonas phage LKO4,0.993,121,66.9,33649.5,5481.0,61818.0
RE-HN6_S19_k71_1169191_flag=1_multi=136.0000_len=5782,MN820898,Sphingomonas phage vB_StuS_MMDA13,0.997,60,53.3,34612.0,5481.0,63743.0
RE-HN6_S19_k71_1169191_flag=1_multi=136.0000_len=5782,MK618715.1,Serratia phage Parlo,0.998,37,64.9,34167.0,5481.0,62853.0
RE-HN6_S19_k71_1204767_flag=1_multi=171.0000_len=5186,MG711466.1,Faecalibacterium phage FP_Toutatis,0.992,276,27.5,29978.5,5232.0,54725.0
RE-HN6_S19_k71_1204767_flag=1_multi=171.0000_len=5186,MG018927.1,Pseudomonas phage nickie,0.997,126,43.7,58728.5,5232.0,112225.0
RE-HN6_S19_k71_1204767_flag=1_multi=171.0000_len=5186,KX557288,Rhodococcus phage ChewyVIII,0.997,70,48.6,37198.5,5232.0,69165.0
RE-HN6_S19_k71_1204767_flag=1_multi=171.0000_len=5186,KC821618.1,Cellulophaga phage phi10:1,0.997,63,39.7,29448.0,5232.0,53664.0
RE-HN6_S19_k71_1204767_flag=1_multi=171.0000_len=5186,HM151342.1,Roseobacter phage RDJL Phi 1,0.998,41,43.9,33950.0,5232.0,62668.0
RE-HN6_S19_k71_1260146_flag=1_multi=106.0000_len=4219,OX365879,uncultured archaeal virus,0.994,189,26.5,23348.0,4206.0,42490.0
RE-HN6_S19_k71_1260146_flag=1_multi=106.0000_len=4219,MH651187.1,Mycobacterium phage Renaud18,0.995,201,24.4,31142.0,4206.0,58078.0
RE-HN6_S19_k71_1260146_flag=1_multi=106.0000_len=4219,KF416342.1,Mycobacterium phage Papyrus,0.997,152,25.7,37431.5,4206.0,70657.0
RE-HN6_S19_k71_1260146_flag=1_multi=106.0000_len=4219,KX008963.1,Heterosigma akashiwo virus 01,0.999,100,40.0,139499.5,4206.0,274793.0
RE-HN6_S19_k71_1260146_flag=1_multi=106.0000_len=4219,KY630187.1,Serratia phage BF,1.0,37,54.1,180680.0,4206.0,357154.0
RE-HN6_S19_k71_1290115_flag=1_multi=123.0000_len=8304,KU760857.1,Salmonella phage SJ46,0.989,558,35.3,55447.0,7449.0,103445.0
RE-HN6_S19_k71_1290115_flag=1_multi=123.0000_len=8304,OP074812,Bacteriophage sp.,0.996,112,43.8,35854.0,7449.0,64259.0
RE-HN6_S19_k71_1290115_flag=1_multi=123.0000_len=8304,OM141125,Pseudomonas phage PP9W2,0.996,103,40.8,30849.5,7449.0,54250.0
RE-HN6_S19_k71_1290115_flag=1_multi=123.0000_len=8304,KP861230.1,Acinetobacter phage YMC11/11/R3177,0.997,84,38.1,27512.0,7449.0,47575.0
RE-HN6_S19_k71_1290115_flag=1_multi=123.0000_len=8304,KJ417497,Streptococcus phage Spn1,0.997,76,34.2,24386.0,7449.0,41323.0
RE-HN6_S19_k71_1290115_flag=1_multi=123.0000_len=8304,MT740737.1,Ralstonia phage Firinga,0.998,27,51.9,23596.5,7449.0,39744.0
RE-HN6_S19_k71_1290115_flag=1_multi=123.0000_len=8304,MT118301,Pseudomonas phage Epa33,0.999,39,43.6,35735.0,7449.0,64021.0
RE-HN6_S19_k71_1290115_flag=1_multi=123.0000_len=8304,MF063068.1,Pseudomonas phage Noxifer,0.999,84,41.7,142792.5,7449.0,278136.0
RE-HN6_S19_k71_1307496_flag=1_multi=115.6004_len=5349,MW353181.1,Mycobacterium phage phiT46-1,0.983,375,43.7,28922.0,4995.0,52849.0
RE-HN6_S19_k71_1307496_flag=1_multi=115.6004_len=5349,MH077585.1,Mycobacterium phage TChen,0.988,262,48.9,31368.5,4995.0,57742.0
RE-HN6_S19_k71_1307496_flag=1_multi=115.6004_len=5349,MH834616.1,Arthrobacter phage Kepler,0.997,50,44.0,21722.0,4995.0,38449.0
RE-HN6_S19_k71_1307496_flag=1_multi=115.6004_len=5349,ON529858,Brevundimonas phage vB_BgoS-Bajun,0.998,107,54.2,106128.0,4995.0,207261.0
RE-HN6_S19_k71_1338392_flag=1_multi=87.0000_len=2264,KX241618.1,Xanthomonas phage Xoo-sp2,0.996,125,36.0,31190.5,1884.0,60497.0
RE-HN6_S19_k71_1338392_flag=1_multi=87.0000_len=2264,KT001914.1,Caulobacter phage Seuss,0.998,64,39.1,43511.0,1884.0,85138.0
RE-HN6_S19_k71_1412979_flag=1_multi=54.8433_len=1124,MN096371.1,Streptomyces phage Braelyn,0.999,60,38.3,66143.5,1053.0,131234.0
RE-HN6_S19_k71_1412979_flag=1_multi=54.8433_len=1124,AP017924.1,Ralstonia phage RP12,0.999,105,36.2,140449.0,1053.0,279845.0
RE-HN6_S19_k71_1432597_flag=1_multi=60.4618_len=1171,EF101928.1,Acanthocystis turfacea chlorella virus 1,0.999,203,21.7,144617.5,1188.0,288047.0
RE-HN6_S19_k71_1437352_flag=1_multi=98.0000_len=1609,HQ633071.1,Synechococcus phage S-SKS1,0.999,26,73.1,104795.5,1584.0,208007.0
RE-HN6_S19_k71_1526690_flag=1_multi=169.2756_len=6791,KU963248.1,Gordonia phage Yvonnetastic,0.997,117,51.3,52399.5,6663.0,98136.0
RE-HN6_S19_k71_1526690_flag=1_multi=169.2756_len=6791,MN234216,Streptomyces phage Gilgamesh,0.997,179,40.2,67899.5,6663.0,129136.0
RE-HN6_S19_k71_1526690_flag=1_multi=169.2756_len=6791,MH153813.1,Microbacterium phage Squash,0.999,35,42.9,34487.5,6663.0,62312.0
RE-HN6_S19_k71_1620691_flag=1_multi=79.5476_len=2352,PP497040,Vyasavirus brisbanense,0.997,148,28.4,44540.0,2154.0,86926.0
RE-HN6_S19_k71_1677996_flag=0_multi=130.0112_len=5439,NC_005885,Actinoplanes phage phiAsp2,0.994,179,36.9,32043.0,5448.0,58638.0
RE-HN6_S19_k71_1677996_flag=0_multi=130.0112_len=5439,DQ398052.2,Mycobacterium phage Wildcat,0.997,125,36.8,41872.0,5448.0,78296.0
RE-HN6_S19_k71_1677996_flag=0_multi=130.0112_len=5439,PP725409,Gordonia phage Xenia2,0.997,102,35.3,36791.5,5448.0,68135.0
RE-HN6_S19_k71_1677996_flag=0_multi=130.0112_len=5439,HQ633071.1,Synechococcus phage S-SKS1,0.997,289,32.5,106727.5,5448.0,208007.0
RE-HN6_S19_k71_1677996_flag=0_multi=130.0112_len=5439,AY939844.2,Prochlorococcus phage P-SSM2,0.999,110,29.1,128924.5,5448.0,252401.0
RE-HN6_S19_k71_1677996_flag=0_multi=130.0112_len=5439,MT418680,Fadolivirus FV1/VV64,1.0,110,32.7,789476.0,5448.0,1573504.0
RE-HN6_S19_k71_1801929_flag=1_multi=88.2321_len=2600,MZ334528.1,Halorubrum virus HRTV-28,0.989,174,40.8,18959.5,2649.0,35270.0
RE-HN6_S19_k71_1838629_flag=1_multi=130.0000_len=2424,KJ817802.1,Acinetobacter phage YMC-13-01-C62,0.995,85,43.5,23488.5,2133.0,44844.0
RE-HN6_S19_k71_1838629_flag=1_multi=130.0000_len=2424,KM083128.1,Mycobacterium phage Sparky,0.998,51,47.1,32733.5,2133.0,63334.0
